"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200512,2020-05-12,122741,CME ,00,122 ,   17607,    5781,       0,       0,     168,    5286,       0,   10970,   10337,       0,     344,     130,       0,   17263,   15753,     344,    1854,     833,       0,       0,       0,     168,      41,       0,     571,    1117,       0,     168,       0,       0,     907,    1158,     -74,    -325,  100.0,   32.8,    0.0,    0.0,    1.0,   30.0,    0.0,   62.3,   58.7,    0.0,    2.0,    0.7,    0.0,   98.0,   89.5,    2.0,   10.5,     29,.,      0,      0,.,      6,      0,      8,      8,      0,.,.,      0,     14,     15,    72.0,    74.6,    92.5,    84.2,    72.0,    74.6,    92.5,    84.2,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200505,2020-05-05,122741,CME ,00,122 ,   16774,    5781,       0,       0,       0,    5245,       0,   10399,    9220,       0,     176,     130,       0,   16356,   14595,     418,    2179,    1353,       0,       0,       0,       0,     592,       0,    1396,     644,       0,      16,     130,       0,    1412,    1366,     -59,     -13,  100.0,   34.5,    0.0,    0.0,    0.0,   31.3,    0.0,   62.0,   55.0,    0.0,    1.0,    0.8,    0.0,   97.5,   87.0,    2.5,   13.0,     27,.,      0,      0,      0,      6,      0,      9,      7,      0,.,.,      0,     13,     14,    72.2,    71.9,    91.9,    81.7,    72.2,    71.9,    91.9,    81.7,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200428,2020-04-28,122741,CME ,00,122 ,   15421,    5781,       0,       0,       0,    4653,       0,    9003,    8576,       0,     160,       0,       0,   14944,   13229,     477,    2192,    -750,       0,       0,       0,    -450,     343,    -150,    -415,   -1034,       0,     160,       0,       0,    -855,    -841,     105,      91,  100.0,   37.5,    0.0,    0.0,    0.0,   30.2,    0.0,   58.4,   55.6,    0.0,    1.0,    0.0,    0.0,   96.9,   85.8,    3.1,   14.2,     24,.,      0,      0,      0,      6,      0,      7,      7,      0,.,      0,      0,     11,     13,    77.7,    73.8,    94.3,    81.4,    77.7,    73.8,    94.3,    81.4,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200421,2020-04-21,122741,CME ,00,122 ,   16171,    5781,       0,       0,     450,    4310,     150,    9418,    9610,       0,       0,       0,       0,   15799,   14070,     372,    2101,     304,       0,       0,       0,     450,    -352,     150,    -171,     507,       0,    -178,       0,       0,     251,     305,      53,      -1,  100.0,   35.7,    0.0,    0.0,    2.8,   26.7,    0.9,   58.2,   59.4,    0.0,    0.0,    0.0,    0.0,   97.7,   87.0,    2.3,   13.0,     26,.,      0,      0,.,      6,.,      6,     10,      0,      0,      0,      0,     10,     17,    77.4,    70.1,    95.8,    79.2,    77.4,    70.1,    94.8,    79.2,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200414,2020-04-14,122741,CME ,00,122 ,   15867,    5781,       0,       0,       0,    4662,       0,    9589,    9103,       0,     178,       0,       0,   15548,   13765,     319,    2102,      40,       0,       0,       0,       0,    -165,       0,     187,     135,       0,       1,       0,       0,     188,     -30,    -148,      70,  100.0,   36.4,    0.0,    0.0,    0.0,   29.4,    0.0,   60.4,   57.4,    0.0,    1.1,    0.0,    0.0,   98.0,   86.8,    2.0,   13.2,     25,.,      0,      0,      0,      8,      0,      6,      7,      0,.,      0,      0,     10,     15,    82.5,    72.9,    96.6,    80.9,    82.5,    72.9,    96.6,    80.9,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200407,2020-04-07,122741,CME ,00,122 ,   15827,    5781,       0,       0,       0,    4827,       0,    9402,    8968,       0,     177,       0,       0,   15360,   13795,     467,    2032,    2876,     372,       0,       0,       0,     569,       0,    2364,    2605,       0,      48,    -179,       0,    2784,    2995,      92,    -119,  100.0,   36.5,    0.0,    0.0,    0.0,   30.5,    0.0,   59.4,   56.7,    0.0,    1.1,    0.0,    0.0,   97.0,   87.2,    3.0,   12.8,     22,.,      0,      0,      0,      7,      0,      4,      7,      0,.,      0,      0,      8,     14,    83.9,    72.0,    97.0,    81.6,    83.9,    72.0,    97.0,    81.6,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200331,2020-03-31,122741,CME ,00,122 ,   12951,    5409,       0,       0,       0,    4258,       0,    7038,    6363,       0,     129,     179,       0,   12576,   10800,     375,    2151,    1979,    2759,       0,       0,       0,     867,       0,     685,    1050,     -86,     129,       0,       0,    3487,    1831,   -1508,     148,  100.0,   41.8,    0.0,    0.0,    0.0,   32.9,    0.0,   54.3,   49.1,    0.0,    1.0,    1.4,    0.0,   97.1,   83.4,    2.9,   16.6,     23,.,      0,      0,      0,      7,      0,      4,      7,      0,.,.,      0,      8,     15,    88.4,    69.0,    97.1,    75.8,    88.4,    69.0,    97.1,    75.8,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200324,2020-03-24,122741,CME ,00,122 ,   10972,    2650,       0,       0,       0,    3391,       0,    6353,    5313,      86,       0,     179,       0,    9089,    8969,    1883,    2003,     471,    2529,       0,       0,       0,    -112,       0,   -3724,     114,      86,       0,     179,       0,   -1109,     267,    1580,     204,  100.0,   24.2,    0.0,    0.0,    0.0,   30.9,    0.0,   57.9,   48.4,    0.8,    0.0,    1.6,    0.0,   82.8,   81.7,   17.2,   18.3,     20,.,      0,      0,      0,      7,      0,      5,      6,.,      0,.,      0,      7,     14,    77.2,    67.9,    82.8,    74.7,    77.2,    67.9,    82.1,    74.7,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200317,2020-03-17,122741,CME ,00,122 ,   10501,     121,       0,       0,       0,    3503,       0,   10077,    5199,       0,       0,       0,       0,   10198,    8702,     303,    1799,   -8480,    -711,   -6399,      -2,    -350,     686,       0,     127,   -2180,    -329,   -6797,       0,       0,   -8062,   -8224,    -418,    -256,  100.0,    1.2,    0.0,    0.0,    0.0,   33.4,    0.0,   96.0,   49.5,    0.0,    0.0,    0.0,    0.0,   97.1,   82.9,    2.9,   17.1,     22,.,      0,      0,      0,      6,      0,      9,      6,      0,      0,      0,      0,     10,     12,    84.5,    67.6,    94.9,    77.5,    84.5,    67.6,    94.9,    77.5,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200310,2020-03-10,122741,CME ,00,122 ,   18981,     832,    6399,       2,     350,    2817,       0,    9950,    7379,     329,    6797,       0,       0,   18260,   16926,     721,    2055,    -879,       0,       5,       0,    -189,     309,      -1,    -519,    -791,    -182,     119,       0,    -191,    -963,    -851,      84,     -28,  100.0,    4.4,   33.7,    0.0,    1.8,   14.8,    0.0,   52.4,   38.9,    1.7,   35.8,    0.0,    0.0,   96.2,   89.2,    3.8,   10.8,     24,.,.,.,.,      5,      0,      7,      7,.,.,      0,      0,     11,     16,    81.1,    70.1,    94.7,    81.0,    81.1,    70.1,    92.9,    81.0,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200303,2020-03-03,122741,CME ,00,122 ,   19860,     832,    6394,       2,     539,    2508,       1,   10469,    8170,     511,    6678,       0,     191,   19223,   17777,     637,    2083,    -602,       0,   -1663,       0,   -5820,     151,       1,     774,     399,     491,    4216,    -100,     191,    -147,    -530,    -455,     -72,  100.0,    4.2,   32.2,    0.0,    2.7,   12.6,    0.0,   52.7,   41.1,    2.6,   33.6,    0.0,    1.0,   96.8,   89.5,    3.2,   10.5,     27,.,.,.,.,      4,.,      8,      9,.,.,      0,.,     13,     18,    79.7,    69.8,    93.7,    81.4,    78.8,    69.8,    90.2,    80.2,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200225,2020-02-25,122741,CME ,00,122 ,   20462,     832,    8057,       2,    6359,    2357,       0,    9695,    7771,      20,    2462,     100,       0,   19370,   18307,    1092,    2155,    1696,       0,     -42,       0,     -64,     -33,       0,     164,    1201,      19,    1517,       0,       0,    1636,    1145,      60,     551,  100.0,    4.1,   39.4,    0.0,   31.1,   11.5,    0.0,   47.4,   38.0,    0.1,   12.0,    0.5,    0.0,   94.7,   89.5,    5.3,   10.5,     25,.,.,.,.,      4,      0,      5,      7,.,.,.,      0,     12,     16,    69.7,    72.7,    90.7,    85.1,    69.7,    72.7,    90.6,    85.1,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200218,2020-02-18,122741,CME ,00,122 ,   18766,     832,    8099,       2,    6423,    2390,       0,    9531,    6570,       1,     945,     100,       0,   17734,   17162,    1032,    1604,    1141,       0,       0,       0,    -523,     -16,       0,     847,     983,       0,     826,     100,       0,    1150,    1067,      -9,      74,  100.0,    4.4,   43.2,    0.0,   34.2,   12.7,    0.0,   50.8,   35.0,    0.0,    5.0,    0.5,    0.0,   94.5,   91.5,    5.5,    8.5,     25,.,.,.,.,      4,      0,      6,      7,.,.,.,      0,     12,     15,    74.2,    73.1,    90.4,    86.5,    74.2,    73.1,    90.4,    86.5,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200211,2020-02-11,122741,CME ,00,122 ,   17625,     832,    8099,       2,    6946,    2406,       0,    8684,    5587,       1,     119,       0,       0,   16584,   16095,    1041,    1530,    1418,       0,      -2,       2,   -2093,     445,       0,    3762,     938,       1,     119,       0,       0,    1791,    1384,    -373,      34,  100.0,    4.7,   46.0,    0.0,   39.4,   13.7,    0.0,   49.3,   31.7,    0.0,    0.7,    0.0,    0.0,   94.1,   91.3,    5.9,    8.7,     23,.,.,.,.,      4,      0,      6,      6,.,.,      0,      0,     12,     13,    77.9,    75.2,    90.7,    88.0,    77.9,    75.2,    90.7,    88.0,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200204,2020-02-04,122741,CME ,00,122 ,   16207,     832,    8101,       0,    9039,    1961,       0,    4922,    4649,       0,       0,       0,       0,   14793,   14711,    1414,    1496,   -1812,       0,      66,     -66,   -5311,    -160,       0,    3649,   -1617,     -70,       0,       0,       0,   -1798,   -1847,     -14,      35,  100.0,    5.1,   50.0,    0.0,   55.8,   12.1,    0.0,   30.4,   28.7,    0.0,    0.0,    0.0,    0.0,   91.3,   90.8,    8.7,    9.2,     23,.,.,      0,.,.,      0,      8,      6,      0,      0,      0,      0,     12,     11,    72.8,    78.0,    86.5,    88.4,    72.8,    78.0,    86.5,    88.4,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200128,2020-01-28,122741,CME ,00,122 ,   18019,     832,    8035,      66,   14350,    2121,       0,    1273,    6266,      70,       0,       0,       0,   16591,   16558,    1428,    1461,     -30,       0,     -29,      29,     -89,    -501,       0,      68,     777,       9,       0,    -293,       0,      17,      -8,     -47,     -22,  100.0,    4.6,   44.6,    0.4,   79.6,   11.8,    0.0,    7.1,   34.8,    0.4,    0.0,    0.0,    0.0,   92.1,   91.9,    7.9,    8.1,     28,.,.,.,      6,      4,      0,      5,     10,.,      0,      0,      0,     15,     16,    81.8,    66.3,    88.5,    83.1,    81.8,    65.9,    88.5,    82.8,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200121,2020-01-21,122741,CME ,00,122 ,   18049,     832,    8064,      37,   14439,    2622,       0,    1205,    5489,      61,       0,     293,       0,   16574,   16566,    1475,    1483,    -632,       0,     -41,       0,    -359,     101,       0,    -268,    -668,      -5,       0,     -16,       0,    -632,    -629,       0,      -3,  100.0,    4.6,   44.7,    0.2,   80.0,   14.5,    0.0,    6.7,   30.4,    0.3,    0.0,    1.6,    0.0,   91.8,   91.8,    8.2,    8.2,     27,.,.,.,      5,      5,      0,      4,      8,.,      0,.,      0,     13,     17,    82.8,    66.2,    89.7,    81.5,    82.8,    66.0,    89.7,    81.2,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200114,2020-01-14,122741,CME ,00,122 ,   18681,     832,    8105,      37,   14798,    2521,       0,    1473,    6157,      66,       0,     309,       0,   17206,   17195,    1475,    1486,     354,       0,     -65,       5,     730,     620,       0,    -104,    -335,       5,       0,     -68,       0,     636,     162,    -282,     192,  100.0,    4.5,   43.4,    0.2,   79.2,   13.5,    0.0,    7.9,   33.0,    0.4,    0.0,    1.7,    0.0,   92.1,   92.0,    7.9,    8.0,     31,.,.,.,      6,      4,      0,      5,     11,.,      0,.,      0,     15,     19,    80.4,    64.1,    88.4,    79.4,    80.4,    63.9,    88.4,    79.1,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"SOUTH AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",200107,2020-01-07,122741,CME ,00,122 ,   18327,     832,    8170,      32,   14068,    1901,       0,    1577,    6492,      61,       0,     377,       0,   16570,   17033,    1757,    1294,    -186,       0,      -7,       7,      24,    -407,       0,    -400,     371,       0,       0,    -111,       0,    -369,    -147,     183,     -39,  100.0,    4.5,   44.6,    0.2,   76.8,   10.4,    0.0,    8.6,   35.4,    0.3,    0.0,    2.1,    0.0,   90.4,   92.9,    9.6,    7.1,     30,.,.,.,      7,.,      0,      5,     10,.,      0,.,      0,     16,     17,    78.0,    66.0,    85.6,    82.7,    78.0,    65.8,    85.6,    82.5,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201229,2020-12-29,12460+,CBT ,00,124 ,   41047,   15790,    9933,     613,    7661,    1642,     650,    7195,    7894,     467,     188,   14209,       0,   32562,   35406,    8484,    5640,     153,    -624,    1020,      89,    1094,    -583,      -1,    -828,     763,     -85,    -152,      16,       0,    -507,    1220,     659,   -1067,  100.0,   38.5,   24.2,    1.5,   18.7,    4.0,    1.6,   17.5,   19.2,    1.1,    0.5,   34.6,    0.0,   79.3,   86.3,   20.7,   13.7,     91,     16,     15,.,     15,      7,      6,     18,     14,      8,.,      5,      0,     55,     52,    30.3,    51.9,    43.7,    62.4,    29.3,    51.9,    42.0,    62.4,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201221,2020-12-21,12460+,CBT ,00,124 ,   40894,   16414,    8913,     524,    6567,    2225,     651,    8023,    7131,     551,     339,   14193,       0,   33069,   34186,    7825,    6708,  -12887,   -7556,   -4336,   -4062,    -349,    -600,     144,     979,   -3151,    -152,     151,      -5,    -118,  -10962,  -12280,   -1925,    -607,  100.0,   40.1,   21.8,    1.3,   16.1,    5.4,    1.6,   19.6,   17.4,    1.3,    0.8,   34.7,    0.0,   80.9,   83.6,   19.1,   16.4,     94,     19,     12,      4,     18,      6,      6,     19,     12,      6,.,      6,      0,     62,     48,    30.5,    52.1,    41.4,    63.2,    29.9,    52.1,    40.7,    62.7,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201215,2020-12-15,12460+,CBT ,00,124 ,   53781,   23970,   13249,    4586,    6916,    2825,     507,    7044,   10282,     703,     188,   14197,     118,   44031,   46466,    9750,    7315,    2241,    3078,    1575,     375,    -430,    -532,    -164,   -2009,     688,     475,    -198,     176,     118,    1245,    2710,     996,    -470,  100.0,   44.6,   24.6,    8.5,   12.9,    5.3,    0.9,   13.1,   19.1,    1.3,    0.3,   26.4,    0.2,   81.9,   86.4,   18.1,   13.6,     98,     21,     16,     11,     16,      6,      7,     19,     14,     10,.,      5,.,     66,     61,    32.2,    43.0,    43.9,    57.4,    29.6,    41.7,    40.3,    55.0,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201208,2020-12-08,12460+,CBT ,00,124 ,   51541,   20892,   11675,    4210,    7346,    3356,     671,    9053,    9594,     228,     386,   14022,       0,   42787,   43756,    8754,    7784,    4328,    1716,     166,     654,    1489,     202,    -155,    1086,    1956,     -71,     197,      17,       0,    4916,    2770,    -588,    1558,  100.0,   40.5,   22.7,    8.2,   14.3,    6.5,    1.3,   17.6,   18.6,    0.4,    0.7,   27.2,    0.0,   83.0,   84.9,   17.0,   15.1,     98,     22,     14,      7,     19,      6,      7,     21,     10,      6,.,      4,      0,     70,     48,    28.0,    41.5,    40.7,    57.9,    25.0,    41.4,    36.8,    56.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201201,2020-12-01,12460+,CBT ,00,124 ,   47213,   19176,   11509,    3556,    5858,    3154,     826,    7967,    7638,     299,     189,   14005,       0,   37871,   40987,    9342,    6226,   -2325,    1958,    -723,   -1212,    -370,    1501,    -641,   -2155,    -763,     -98,    -360,    -343,       0,   -2878,   -2279,     553,     -45,  100.0,   40.6,   24.4,    7.5,   12.4,    6.7,    1.7,   16.9,   16.2,    0.6,    0.4,   29.7,    0.0,   80.2,   86.8,   19.8,   13.2,     90,     23,     12,      5,     16,      7,      6,     14,     13,      9,.,      4,      0,     62,     48,    29.3,    45.1,    43.5,    60.4,    28.4,    45.0,    40.0,    58.5,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201124,2020-11-24,12460+,CBT ,00,124 ,   49537,   17218,   12232,    4768,    6228,    1654,    1467,   10122,    8401,     398,     549,   14348,       0,   40748,   43266,    8789,    6271,    1286,    2618,     118,    -574,   -3752,     182,    1106,    1440,     331,     104,      83,     308,       0,    1024,    1575,     261,    -289,  100.0,   34.8,   24.7,    9.6,   12.6,    3.3,    3.0,   20.4,   17.0,    0.8,    1.1,   29.0,    0.0,   82.3,   87.3,   17.7,   12.7,    108,     23,     16,      7,     14,      7,      6,     27,     11,      7,      4,      6,      0,     76,     52,    27.5,    42.0,    40.7,    56.2,    25.0,    41.9,    35.0,    54.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201117,2020-11-17,12460+,CBT ,00,124 ,   48252,   14601,   12114,    5342,    9979,    1472,     361,    8682,    8069,     294,     466,   14040,       0,   39724,   41691,    8527,    6560,    1162,    1927,   -2446,    1600,   -3194,     124,      66,     492,    1002,     -68,    -219,      50,       0,     604,     328,     557,     833,  100.0,   30.3,   25.1,   11.1,   20.7,    3.0,    0.7,   18.0,   16.7,    0.6,    1.0,   29.1,    0.0,   82.3,   86.4,   17.7,   13.6,     88,     18,     14,      6,     15,      6,      6,     18,     11,      5,.,.,      0,     62,     43,    30.5,    47.3,    44.7,    61.3,    29.2,    43.6,    40.6,    55.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201110,2020-11-10,12460+,CBT ,00,124 ,   47090,   12674,   14559,    3742,   13173,    1348,     295,    8190,    7067,     362,     685,   13990,       0,   39120,   41363,    7970,    5727,    2295,   -1859,   -1050,     696,    3122,    -117,    -180,     212,    2386,     118,     294,     473,    -194,    2209,    2132,      86,     163,  100.0,   26.9,   30.9,    7.9,   28.0,    2.9,    0.6,   17.4,   15.0,    0.8,    1.5,   29.7,    0.0,   83.1,   87.8,   16.9,   12.2,     91,     19,     14,      5,     19,.,      5,     18,     12,     11,.,.,      0,     71,     41,    33.1,    45.9,    46.5,    61.4,    33.1,    43.9,    44.3,    55.4,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201103,2020-11-03,12460+,CBT ,00,124 ,   44795,   14533,   15609,    3046,   10051,    1465,     475,    7978,    4681,     245,     391,   13517,     194,   36912,   39231,    7883,    5564,   -3990,    2262,   -4202,     624,   -3523,    -238,     104,   -1965,     729,    -171,      75,    -741,       2,   -2593,   -3893,   -1397,     -97,  100.0,   32.4,   34.8,    6.8,   22.4,    3.3,    1.1,   17.8,   10.5,    0.5,    0.9,   30.2,    0.4,   82.4,   87.6,   17.6,   12.4,     86,     17,     15,      6,     19,      5,      6,     15,     10,      6,.,.,.,     63,     42,    32.3,    48.3,    45.5,    63.5,    32.2,    45.3,    43.8,    59.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201027,2020-10-27,12460+,CBT ,00,124 ,   48785,   12271,   19811,    2422,   13574,    1703,     371,    9943,    3953,     416,     317,   14258,     193,   39505,   43125,    9280,    5660,    1091,     831,     304,     403,    -464,     333,     -82,    -921,    -412,     192,    -175,    -138,     172,     -44,     771,    1134,     319,  100.0,   25.2,   40.6,    5.0,   27.8,    3.5,    0.8,   20.4,    8.1,    0.9,    0.6,   29.2,    0.4,   81.0,   88.4,   19.0,   11.6,     91,     16,     16,      5,     15,      4,      6,     20,     13,      9,.,      5,.,     62,     50,    35.3,    47.2,    46.6,    63.5,    35.2,    46.0,    45.4,    60.6,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201020,2020-10-20,12460+,CBT ,00,124 ,   47695,   11440,   19507,    2020,   14037,    1370,     452,   10864,    4365,     224,     491,   14396,      21,   39549,   42354,    8146,    5341,    2543,    -431,    3533,     103,    2324,     410,     -23,     191,      10,      -9,     -27,    -350,      21,    2149,    3695,     394,   -1152,  100.0,   24.0,   40.9,    4.2,   29.4,    2.9,    0.9,   22.8,    9.2,    0.5,    1.0,   30.2,    0.0,   82.9,   88.8,   17.1,   11.2,     92,     15,     17,      5,     16,      4,      6,     22,     10,      7,.,      5,.,     63,     48,    35.5,    47.7,    47.8,    63.2,    35.4,    46.5,    47.0,    60.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201013,2020-10-13,12460+,CBT ,00,124 ,   45152,   11871,   15974,    1917,   11713,     960,     475,   10673,    4355,     234,     518,   14746,       0,   37400,   38659,    7752,    6493,    2111,     660,    1745,     563,    -600,    -341,     -98,    1129,    -670,    -132,     146,     177,       0,    1667,    1243,     444,     868,  100.0,   26.3,   35.4,    4.2,   25.9,    2.1,    1.1,   23.6,    9.6,    0.5,    1.1,   32.7,    0.0,   82.8,   85.6,   17.2,   14.4,     93,     15,     17,      5,     17,.,      8,     25,      8,      7,.,      6,      0,     66,     47,    32.1,    47.9,    43.6,    61.0,    32.0,    46.5,    43.3,    59.4,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",201006,2020-10-06,12460+,CBT ,00,124 ,   43041,   11211,   14229,    1354,   12313,    1301,     573,    9545,    5025,     366,     372,   14569,       0,   35733,   37416,    7308,    5625,    5852,     434,    2661,     563,    2742,     125,     -74,    2239,    1703,      50,     177,     754,       0,    6131,    5782,    -280,      69,  100.0,   26.0,   33.1,    3.1,   28.6,    3.0,    1.3,   22.2,   11.7,    0.8,    0.9,   33.8,    0.0,   83.0,   86.9,   17.0,   13.1,     93,     14,     16,      5,     16,      6,      9,     20,     12,      9,.,      7,      0,     64,     52,    35.0,    49.0,    45.7,    61.5,    34.9,    47.4,    45.3,    59.3,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
