"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211221,2021-12-21,112741,CME ,00,112 ,   41360,   21761,    1651,       0,    3448,   20772,     417,   11408,   10372,     605,     875,    1970,      32,   38546,   35819,    2814,    5541,     133,    1541,      15,       0,     824,     879,     365,   -2486,   -1489,     -24,     183,     240,       0,     403,     -13,    -270,     146,  100.0,   52.6,    4.0,    0.0,    8.3,   50.2,    1.0,   27.6,   25.1,    1.5,    2.1,    4.8,    0.1,   93.2,   86.6,    6.8,   13.4,     98,      9,.,      0,      8,     24,      8,     20,     25,      7,.,      7,.,     52,     62,    42.1,    30.9,    56.6,    46.0,    42.1,    30.6,    56.6,    45.3,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211214,2021-12-14,112741,CME ,00,112 ,   41227,   20220,    1636,       0,    2624,   19893,      52,   13894,   11861,     628,     692,    1730,      32,   38142,   35832,    3085,    5395,  -14751,    9130,  -10037,   -1960,     790,    1763,    -450,  -19238,   -1542,   -3090,     177,     197,       0,  -14641,  -15119,    -110,     368,  100.0,   49.0,    4.0,    0.0,    6.4,   48.3,    0.1,   33.7,   28.8,    1.5,    1.7,    4.2,    0.1,   92.5,   86.9,    7.5,   13.1,     91,      9,.,      0,      7,     20,      5,     19,     25,      7,.,      6,.,     46,     58,    44.6,    29.2,    60.0,    45.4,    44.6,    29.0,    59.5,    45.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211207,2021-12-07,112741,CME ,00,112 ,   55978,   11090,   11673,    1960,    1834,   18130,     502,   33132,   13403,    3718,     515,    1533,      32,   52783,   50951,    3195,    5027,    6265,     916,   -2447,    1732,   -1537,    5309,    -372,    3022,   -1345,    2542,    -136,     243,       2,    6169,    5664,      96,     601,  100.0,   19.8,   20.9,    3.5,    3.3,   32.4,    0.9,   59.2,   23.9,    6.6,    0.9,    2.7,    0.1,   94.3,   91.0,    5.7,    9.0,     96,      8,      6,      5,      6,     19,      7,     23,     25,     12,.,      6,.,     53,     68,    41.5,    23.0,    59.9,    38.7,    41.5,    22.5,    59.3,    38.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211130,2021-11-30,112741,CME ,00,112 ,   49713,   10174,   14120,     228,    3371,   12821,     874,   30110,   14748,    1176,     651,    1290,      30,   46614,   45287,    3099,    4426,    5080,    4161,   -4441,     150,   -2708,    4585,     244,    4545,    3686,      38,     172,      81,     -13,    6589,    4330,   -1509,     750,  100.0,   20.5,   28.4,    0.5,    6.8,   25.8,    1.8,   60.6,   29.7,    2.4,    1.3,    2.6,    0.1,   93.8,   91.1,    6.2,    8.9,     98,     10,      5,.,      8,     16,      7,     22,     28,     11,.,      6,.,     53,     66,    38.0,    27.5,    55.5,    44.9,    37.4,    27.5,    54.3,    44.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211123,2021-11-23,112741,CME ,00,112 ,   44633,    6012,   18561,      78,    6079,    8236,     630,   25565,   11062,    1138,     479,    1209,      43,   40024,   40957,    4609,    3676,    1557,    2006,   -1256,       4,    -903,    2309,    -582,    1171,     326,     326,    -139,     149,     -10,    1873,    1266,    -316,     291,  100.0,   13.5,   41.6,    0.2,   13.6,   18.5,    1.4,   57.3,   24.8,    2.5,    1.1,    2.7,    0.1,   89.7,   91.8,   10.3,    8.2,     89,      8,      5,.,     12,     12,      6,     26,     19,     10,.,      5,.,     57,     51,    29.4,    41.6,    47.0,    59.6,    29.3,    41.6,    46.3,    58.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211116,2021-11-16,112741,CME ,00,112 ,   43076,    4006,   19817,      74,    6982,    5927,    1212,   24394,   10736,     812,     618,    1060,      53,   38151,   39691,    4925,    3385,    -451,     248,   -1352,      41,   -1886,    -179,    -312,    2136,     942,     336,    -488,    -129,     -33,      42,    -686,    -493,     235,  100.0,    9.3,   46.0,    0.2,   16.2,   13.8,    2.8,   56.6,   24.9,    1.9,    1.4,    2.5,    0.1,   88.6,   92.1,   11.4,    7.9,     92,      5,      7,.,     11,     11,      7,     30,     22,     10,.,      4,.,     58,     54,    30.5,    43.8,    43.6,    60.6,    30.5,    43.8,    43.6,    59.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211109,2021-11-09,112741,CME ,00,112 ,   43527,    3758,   21169,      34,    8868,    6106,    1524,   22258,    9794,     475,    1106,    1189,      86,   38109,   40377,    5418,    3150,   -2042,     182,    -521,     -20,     203,    1470,    -236,   -1607,   -3045,     112,    -245,     126,      56,   -1555,   -2058,    -487,      16,  100.0,    8.6,   48.6,    0.1,   20.4,   14.0,    3.5,   51.1,   22.5,    1.1,    2.5,    2.7,    0.2,   87.6,   92.8,   12.4,    7.2,     96,      4,      8,.,     14,     10,      7,     30,     19,      8,      5,      6,.,     64,     50,    29.8,    44.3,    43.5,    59.1,    29.8,    44.3,    43.5,    58.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211102,2021-11-02,112741,CME ,00,112 ,   45569,    3576,   21690,      54,    8665,    4636,    1760,   23865,   12839,     363,    1351,    1063,      30,   39664,   42435,    5905,    3134,    2384,     188,    3880,       6,   -1057,    1513,     453,    2928,   -2764,    -372,     158,    -201,       0,    2305,    2516,      79,    -132,  100.0,    7.8,   47.6,    0.1,   19.0,   10.2,    3.9,   52.4,   28.2,    0.8,    3.0,    2.3,    0.1,   87.0,   93.1,   13.0,    6.9,     99,      5,      8,.,     13,     12,      7,     32,     19,      7,      6,      4,.,     66,     49,    31.3,    41.8,    46.5,    57.0,    31.3,    41.8,    46.4,    56.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211026,2021-10-26,112741,CME ,00,112 ,   43185,    3387,   17810,      47,    9722,    3123,    1307,   20937,   15603,     735,    1193,    1264,      30,   37359,   39920,    5826,    3265,    5380,   -1702,    6381,      19,    3997,   -2838,     650,     965,    1607,     -66,     351,    -140,     -21,    4193,    5593,    1187,    -213,  100.0,    7.8,   41.2,    0.1,   22.5,    7.2,    3.0,   48.5,   36.1,    1.7,    2.8,    2.9,    0.1,   86.5,   92.4,   13.5,    7.6,     98,      4,      8,.,     17,      9,      8,     33,     17,      8,      5,      5,.,     68,     48,    35.0,    40.4,    47.9,    57.9,    35.0,    40.4,    47.9,    57.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211019,2021-10-19,112741,CME ,00,112 ,   37805,    5090,   11429,      28,    5725,    5961,     657,   19972,   13996,     801,     842,    1404,      51,   33166,   34327,    4639,    3478,     442,   -1829,     157,       2,      17,   -3580,     -25,     498,    4115,     274,     513,     257,       7,    -543,    1208,     985,    -766,  100.0,   13.5,   30.2,    0.1,   15.1,   15.8,    1.7,   52.8,   37.0,    2.1,    2.2,    3.7,    0.1,   87.7,   90.8,   12.3,    9.2,    103,      6,      5,.,     11,     14,      6,     38,     19,     10,      4,      6,.,     71,     51,    33.6,    34.3,    47.5,    50.4,    33.6,    33.6,    47.5,    49.3,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211012,2021-10-12,112741,CME ,00,112 ,   37363,    6919,   11272,      26,    5708,    9541,     682,   19474,    9880,     527,     329,    1147,      44,   33708,   33118,    3655,    4245,    1473,    1018,    -775,      -8,   -1536,   -1064,     -20,    2110,    3108,     -13,     -39,    -142,      14,    1527,    1101,     -54,     372,  100.0,   18.5,   30.2,    0.1,   15.3,   25.5,    1.8,   52.1,   26.4,    1.4,    0.9,    3.1,    0.1,   90.2,   88.6,    9.8,   11.4,     92,      5,      6,.,     10,     17,      7,     32,     17,     10,.,      4,.,     60,     53,    33.4,    40.0,    48.0,    54.7,    33.4,    39.9,    48.0,    54.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",211005,2021-10-05,112741,CME ,00,112 ,   35890,    5901,   12046,      33,    7244,   10605,     702,   17364,    6772,     539,     368,    1289,      30,   32182,   32017,    3708,    3873,    2212,    2407,   -1096,      22,    -583,    2249,    -279,     834,     944,     240,      -2,      40,     -26,    2614,    2095,    -402,     117,  100.0,   16.4,   33.6,    0.1,   20.2,   29.5,    2.0,   48.4,   18.9,    1.5,    1.0,    3.6,    0.1,   89.7,   89.2,   10.3,   10.8,     90,      5,      6,.,     11,     17,      7,     29,     17,      7,.,      4,.,     56,     51,    33.2,    36.4,    50.3,    52.8,    33.2,    36.3,    50.3,    51.9,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210928,2021-09-28,112741,CME ,00,112 ,   33678,    3494,   13142,      11,    7827,    8356,     981,   16530,    5828,     299,     370,    1249,      56,   29568,   29922,    4110,    3756,   -3018,     350,    -375,       0,    -541,   -1987,    -137,   -1831,   -1268,    -169,      67,     908,      10,   -2251,   -3019,    -767,       1,  100.0,   10.4,   39.0,    0.0,   23.2,   24.8,    2.9,   49.1,   17.3,    0.9,    1.1,    3.7,    0.2,   87.8,   88.8,   12.2,   11.2,     85,      4,      6,.,     13,     16,      6,     28,     13,      6,.,      4,.,     57,     43,    34.1,    41.3,    50.3,    56.1,    34.1,    40.7,    50.3,    54.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210921,2021-09-21,112741,CME ,00,112 ,   36696,    3144,   13517,      11,    8368,   10343,    1118,   18361,    7096,     468,     303,     341,      46,   31819,   32940,    4877,    3756,    1023,     166,    -863,      11,     -45,     214,    -209,    1980,    1163,     263,    -160,      -5,      19,    2025,     593,   -1002,     430,  100.0,    8.6,   36.8,    0.0,   22.8,   28.2,    3.0,   50.0,   19.3,    1.3,    0.8,    0.9,    0.1,   86.7,   89.8,   13.3,   10.2,     81,      4,      7,.,     13,     12,      5,     28,     13,      7,.,.,.,     55,     41,    34.0,    38.1,    49.0,    56.2,    34.0,    38.0,    49.0,    54.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210914,2021-09-14,112741,CME ,00,112 ,   35673,    2978,   14380,       0,    8413,   10129,    1327,   16381,    5933,     206,     463,     346,      27,   29795,   32348,    5878,    3325,  -22408,   -7206,   -5224,   -8405,    -118,    1018,      87,   -3624,   -5614,   -3727,    -184,     111,       0,  -23177,  -21754,     769,    -654,  100.0,    8.3,   40.3,    0.0,   23.6,   28.4,    3.7,   45.9,   16.6,    0.6,    1.3,    1.0,    0.1,   83.5,   90.7,   16.5,    9.3,     85,.,      9,      0,     13,     11,      5,     32,     13,      7,.,.,.,     56,     42,    32.7,    43.9,    48.5,    62.9,    32.7,    43.9,    48.5,    62.1,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210907,2021-09-07,112741,CME ,00,112 ,   58081,   10184,   19604,    8405,    8531,    9111,    1240,   20005,   11547,    3933,     647,     235,      27,   52972,   54102,    5109,    3979,    9666,   -1868,    6717,    7872,    1438,   -2224,    -141,     606,   -2875,     491,      80,      -7,       5,    8483,    9837,    1183,    -171,  100.0,   17.5,   33.8,   14.5,   14.7,   15.7,    2.1,   34.4,   19.9,    6.8,    1.1,    0.4,    0.0,   91.2,   93.1,    8.8,    6.9,     90,      7,      5,      5,     14,     12,      5,     35,     12,     10,.,.,.,     72,     39,    32.0,    50.7,    47.1,    66.3,    26.4,    41.0,    39.0,    55.0,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210831,2021-08-31,112741,CME ,00,112 ,   48415,   12052,   12887,     533,    7093,   11335,    1381,   19399,   14422,    3442,     567,     242,      22,   44489,   44265,    3926,    4150,    1827,    -969,    1092,    -269,     747,   -1616,     536,     925,    3131,    -185,     273,    -390,       0,    1059,    2300,     768,    -473,  100.0,   24.9,   26.6,    1.1,   14.7,   23.4,    2.9,   40.1,   29.8,    7.1,    1.2,    0.5,    0.0,   91.9,   91.4,    8.1,    8.6,     93,      8,      5,.,     10,     17,      6,     31,     16,     11,.,.,.,     62,     52,    31.5,    43.3,    45.9,    57.0,    31.5,    43.3,    45.9,    56.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210824,2021-08-24,112741,CME ,00,112 ,   46588,   13020,   11795,     802,    6346,   12951,     845,   18474,   11291,    3627,     294,     632,      22,   43430,   41965,    3158,    4623,    2166,    1940,   -2140,     765,    -231,    3864,    -363,     575,   -1246,     793,    -356,      93,       0,    3124,    1766,    -958,     400,  100.0,   27.9,   25.3,    1.7,   13.6,   27.8,    1.8,   39.7,   24.2,    7.8,    0.6,    1.4,    0.0,   93.2,   90.1,    6.8,    9.9,     99,      9,.,.,     11,     18,      6,     34,     18,     11,.,      4,.,     63,     57,    31.6,    42.8,    44.9,    58.5,    31.6,    42.8,    44.9,    57.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210817,2021-08-17,112741,CME ,00,112 ,   44422,   11080,   13935,      37,    6577,    9087,    1208,   17899,   12537,    2834,     650,     539,      22,   40307,   40199,    4115,    4223,   -2439,      -5,     137,      -9,     -51,   -1039,      51,   -1699,      -7,   -1519,     457,       6,       0,   -2776,   -2380,     337,     -59,  100.0,   24.9,   31.4,    0.1,   14.8,   20.5,    2.7,   40.3,   28.2,    6.4,    1.5,    1.2,    0.0,   90.7,   90.5,    9.3,    9.5,    104,      8,      5,.,     13,     18,      6,     34,     18,     10,      4,      4,.,     67,     56,    32.1,    44.2,    45.5,    60.1,    32.1,    44.2,    45.5,    59.9,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210810,2021-08-10,112741,CME ,00,112 ,   46861,   11085,   13798,      46,    6628,   10126,    1157,   19598,   12544,    4353,     193,     533,      22,   43083,   42579,    3778,    4282,    3935,    -438,     100,      -2,    1027,    -121,     130,     373,     -56,    3598,    -337,     185,       0,    4351,    3834,    -416,     101,  100.0,   23.7,   29.4,    0.1,   14.1,   21.6,    2.5,   41.8,   26.8,    9.3,    0.4,    1.1,    0.0,   91.9,   90.9,    8.1,    9.1,     96,      8,      4,.,     13,     16,      6,     34,     16,     13,.,      4,.,     67,     51,    29.8,    42.6,    45.4,    59.8,    29.8,    42.3,    43.6,    57.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210803,2021-08-03,112741,CME ,00,112 ,   42926,   11523,   13698,      48,    5601,   10247,    1027,   19225,   12600,     755,     530,     348,      22,   38731,   38745,    4195,    4181,   -1234,     252,    -620,       9,    -106,   -1794,     197,   -1979,     914,     238,     -94,    -192,       0,   -1483,   -1248,     249,      14,  100.0,   26.8,   31.9,    0.1,   13.0,   23.9,    2.4,   44.8,   29.4,    1.8,    1.2,    0.8,    0.1,   90.2,   90.3,    9.8,    9.7,     96,      9,      4,.,     12,     18,      6,     34,     13,      9,.,.,.,     66,     48,    32.3,    45.8,    48.2,    62.7,    32.3,    45.8,    48.2,    61.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210727,2021-07-27,112741,CME ,00,112 ,   44160,   11271,   14318,      39,    5707,   12041,     830,   21204,   11686,     517,     624,     540,      22,   40214,   39993,    3946,    4167,     353,     -96,     497,       5,    2408,     336,    -220,   -1383,     752,    -385,     226,     -58,       2,     558,     929,    -205,    -576,  100.0,   25.5,   32.4,    0.1,   12.9,   27.3,    1.9,   48.0,   26.5,    1.2,    1.4,    1.2,    0.0,   91.1,   90.6,    8.9,    9.4,     98,      9,.,.,     13,     17,      6,     33,     16,     10,.,      4,.,     67,     50,    31.8,    47.8,    46.5,    65.9,    31.8,    47.8,    46.5,    65.4,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210720,2021-07-20,112741,CME ,00,112 ,   43807,   11367,   13821,      34,    3299,   11705,    1050,   22587,   10934,     902,     398,     598,      20,   39657,   39064,    4150,    4743,    1275,     801,     -90,       3,    -444,    1748,    -232,     771,    -604,     261,     -92,    -181,       0,    1068,     905,     207,     370,  100.0,   25.9,   31.5,    0.1,    7.5,   26.7,    2.4,   51.6,   25.0,    2.1,    0.9,    1.4,    0.0,   90.5,   89.2,    9.5,   10.8,     96,      9,      4,.,     10,     16,      6,     37,     13,      9,.,      5,.,     66,     48,    27.2,    48.9,    40.7,    66.1,    27.2,    48.9,    40.7,    64.6,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210713,2021-07-13,112741,CME ,00,112 ,   42532,   10566,   13911,      31,    3743,    9957,    1282,   21816,   11538,     641,     490,     779,      20,   38589,   38159,    3943,    4373,     687,    1361,   -1687,      -9,   -1147,    1395,     210,     843,     -74,     -71,     192,    -120,       0,    1380,    -356,    -693,    1043,  100.0,   24.8,   32.7,    0.1,    8.8,   23.4,    3.0,   51.3,   27.1,    1.5,    1.2,    1.8,    0.0,   90.7,   89.7,    9.3,   10.3,     93,      8,      4,.,     11,     13,      6,     33,     17,      7,.,      4,.,     60,     48,    25.6,    48.5,    41.0,    66.4,    25.6,    48.5,    41.0,    64.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210706,2021-07-06,112741,CME ,00,112 ,   41845,    9205,   15598,      40,    4890,    8562,    1072,   20973,   11612,     712,     298,     899,      20,   37210,   38515,    4635,    3330,     410,     374,     226,       3,      27,    1551,     -18,      22,   -1021,     -58,     -45,     131,       0,     304,     813,     106,    -403,  100.0,   22.0,   37.3,    0.1,   11.7,   20.5,    2.6,   50.1,   27.8,    1.7,    0.7,    2.1,    0.0,   88.9,   92.0,   11.1,    8.0,     82,      7,.,.,     13,     11,      5,     29,     13,     11,.,      4,.,     59,     41,    24.9,    55.3,    41.3,    73.5,    24.9,    55.3,    41.3,    72.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210629,2021-06-29,112741,CME ,00,112 ,   41435,    8831,   15372,      37,    4863,    7011,    1090,   20951,   12633,     770,     343,     768,      20,   36905,   37701,    4530,    3734,    2060,     783,     761,      -4,    -178,    1259,     203,     794,     107,     212,     343,    -428,       0,    2153,    2110,     -93,     -50,  100.0,   21.3,   37.1,    0.1,   11.7,   16.9,    2.6,   50.6,   30.5,    1.9,    0.8,    1.9,    0.0,   89.1,   91.0,   10.9,    9.0,     85,      7,      4,.,     15,      9,      5,     28,     16,      9,.,.,.,     57,     44,    27.0,    52.0,    41.8,    70.0,    27.0,    52.0,    41.5,    69.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210622,2021-06-22,112741,CME ,00,112 ,   39375,    8048,   14611,      41,    5041,    5752,     887,   20157,   12526,     558,       0,    1196,      20,   34752,   35591,    4623,    3784,    1357,    4603,     309,      41,   -6727,    1689,      68,    4668,   -1055,      56,    -134,     -82,       0,    2575,    1026,   -1218,     331,  100.0,   20.4,   37.1,    0.1,   12.8,   14.6,    2.3,   51.2,   31.8,    1.4,    0.0,    3.0,    0.1,   88.3,   90.4,   11.7,    9.6,     90,      9,.,.,     14,     10,      5,     31,     18,      9,      0,      5,.,     59,     47,    24.0,    52.5,    38.8,    67.6,    24.0,    52.5,    38.8,    66.7,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210615,2021-06-15,112741,CME ,00,112 ,   38018,    3445,   14302,       0,   11768,    4063,     819,   15489,   13581,     502,     134,    1278,      20,   32177,   34565,    5841,    3453,   -7905,   -1501,   -3480,    -720,     101,   -1653,     -93,   -3080,    -674,   -1869,     -16,     141,     -35,   -7213,   -8382,    -692,     477,  100.0,    9.1,   37.6,    0.0,   31.0,   10.7,    2.2,   40.7,   35.7,    1.3,    0.4,    3.4,    0.1,   84.6,   90.9,   15.4,    9.1,     83,.,      4,      0,     19,      7,      5,     30,     15,      7,.,      4,.,     59,     37,    23.9,    53.2,    38.8,    68.4,    23.9,    53.2,    38.7,    67.4,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210608,2021-06-08,112741,CME ,00,112 ,   45923,    4946,   17782,     720,   11667,    5716,     912,   18569,   14255,    2371,     150,    1137,      55,   39390,   42948,    6533,    2975,    -456,     148,    -417,     503,    -324,    -556,     200,   -2114,   -1291,    1211,    -379,    -201,       0,    -755,    -552,     299,      96,  100.0,   10.8,   38.7,    1.6,   25.4,   12.4,    2.0,   40.4,   31.0,    5.2,    0.3,    2.5,    0.1,   85.8,   93.5,   14.2,    6.5,     86,      5,      7,.,     16,      7,      6,     31,     16,     13,.,.,.,     64,     45,    26.0,    48.3,    40.3,    67.0,    25.8,    48.3,    39.4,    66.2,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210601,2021-06-01,112741,CME ,00,112 ,   46379,    4798,   18199,     217,   11991,    6272,     712,   20683,   15546,    1161,     529,    1338,      55,   40146,   43500,    6233,    2879,    2127,      60,    -120,     195,     726,    -321,       8,     127,    1786,     579,      43,    -157,      36,    1774,    2006,     353,     121,  100.0,   10.3,   39.2,    0.5,   25.9,   13.5,    1.5,   44.6,   33.5,    2.5,    1.1,    2.9,    0.1,   86.6,   93.8,   13.4,    6.2,     95,      5,      7,.,     16,      7,.,     36,     16,      9,      4,      4,.,     71,     41,    25.8,    47.7,    40.7,    67.2,    25.8,    47.7,    39.6,    66.4,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE",210525,2021-05-25,112741,CME ,00,112 ,   44252,    4738,   18319,      22,   11265,    6593,     704,   20556,   13760,     582,     486,    1495,      19,   38372,   41494,    5880,    2758,    1094,      26,    -213,      20,    -810,    1067,     -61,    1151,    -434,     248,     151,     167,       0,     725,     794,     369,     300,  100.0,   10.7,   41.4,    0.0,   25.5,   14.9,    1.6,   46.5,   31.1,    1.3,    1.1,    3.4,    0.0,   86.7,   93.8,   13.3,    6.2,     87,      4,      7,.,     15,      8,.,     31,     14,      7,.,      5,.,     59,     41,    27.6,    50.4,    42.1,    68.2,    27.6,    50.4,    41.8,    67.8,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
