"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190903,2019-09-03,12460+,CBT ,00,124 ,   40982,    6785,   24953,    1102,   11261,    1663,     543,   12074,    1963,     467,    1099,    1200,       0,   33330,   31890,    7652,    9092,     338,    -107,     -77,     166,     214,    -144,     -94,    -118,     138,     -27,    -107,     107,       0,     -73,      70,     411,     267,  100.0,   16.6,   60.9,    2.7,   27.5,    4.1,    1.3,   29.5,    4.8,    1.1,    2.7,    2.9,    0.0,   81.3,   77.8,   18.7,   22.2,     85,     10,     21,      6,     13,      5,.,     22,      6,     10,.,      6,      0,     56,     48,    37.0,    36.4,    47.8,    52.2,    36.9,    34.2,    47.6,    49.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190827,2019-08-27,12460+,CBT ,00,124 ,   40645,    6892,   25029,     936,   11047,    1806,     637,   12191,    1824,     495,    1206,    1093,       0,   33403,   31820,    7241,    8825,    -910,     199,    -904,    -417,    -563,    -197,     -96,      16,     196,     -82,     -18,    -205,       0,    -960,   -1703,      51,     793,  100.0,   17.0,   61.6,    2.3,   27.2,    4.4,    1.6,   30.0,    4.5,    1.2,    3.0,    2.7,    0.0,   82.2,   78.3,   17.8,   21.7,     85,     11,     19,      5,     14,      5,      4,     19,      9,      8,.,      5,      0,     54,     48,    35.8,    35.4,    47.2,    51.1,    35.7,    33.5,    46.8,    49.1,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190820,2019-08-20,12460+,CBT ,00,124 ,   41554,    6693,   25933,    1352,   11610,    2003,     732,   12176,    1628,     576,    1224,    1298,       0,   34364,   33522,    7190,    8032,   -4583,     900,   -3624,     -21,   -3589,    -106,     131,   -1146,    -480,    -162,      21,     220,     -64,   -3929,   -4105,    -654,    -478,  100.0,   16.1,   62.4,    3.3,   27.9,    4.8,    1.8,   29.3,    3.9,    1.4,    2.9,    3.1,    0.0,   82.7,   80.7,   17.3,   19.3,     90,     10,     20,      5,     15,      7,      4,     20,      8,      8,.,      7,      0,     56,     51,    36.3,    34.5,    47.1,    51.4,    36.1,    31.7,    46.5,    48.5,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190813,2019-08-13,12460+,CBT ,00,124 ,   46137,    5794,   29557,    1373,   15199,    2109,     601,   13322,    2108,     738,    1203,    1078,      64,   38293,   37627,    7844,    8510,   -3520,     -38,   -4193,     183,   -2343,     296,     111,   -1133,    -480,     -67,    -483,     -23,      64,   -3706,   -4109,     186,     589,  100.0,   12.6,   64.1,    3.0,   32.9,    4.6,    1.3,   28.9,    4.6,    1.6,    2.6,    2.3,    0.1,   83.0,   81.6,   17.0,   18.4,     90,      9,     21,      6,     16,      6,      4,     21,      8,      8,.,      6,.,     57,     52,    36.9,    33.4,    48.9,    52.8,    36.7,    30.9,    48.4,    50.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190806,2019-08-06,12460+,CBT ,00,124 ,   49657,    5832,   33750,    1190,   17541,    1813,     490,   14455,    2587,     805,    1686,    1101,       0,   41999,   41736,    7658,    7921,   -1427,    -455,    1935,    -221,   -1549,     554,      65,    1401,   -1109,    -575,     203,    -593,       0,   -1132,      57,    -295,   -1484,  100.0,   11.7,   68.0,    2.4,   35.3,    3.6,    1.0,   29.1,    5.2,    1.6,    3.4,    2.2,    0.0,   84.6,   84.0,   15.4,   16.0,     95,      9,     22,.,     16,.,      4,     26,     12,      8,.,      5,      0,     59,     51,    34.9,    36.1,    47.1,    53.7,    34.4,    34.0,    46.3,    51.6,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190730,2019-07-30,12460+,CBT ,00,124 ,   51084,    6287,   31815,    1411,   19090,    1259,     426,   13055,    3696,    1380,    1484,    1693,       0,   43131,   41679,    7953,    9405,    3740,    1042,    4342,       1,    1206,    -144,      12,    1687,    -313,     -18,     -60,     -42,       0,    3870,    3839,    -130,     -99,  100.0,   12.3,   62.3,    2.8,   37.4,    2.5,    0.8,   25.6,    7.2,    2.7,    2.9,    3.3,    0.0,   84.4,   81.6,   15.6,   18.4,    100,     10,     25,      4,     16,.,.,     24,     13,      9,.,      8,      0,     59,     57,    29.8,    35.5,    43.2,    50.7,    29.7,    33.2,    41.8,    48.3,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190723,2019-07-23,12460+,CBT ,00,124 ,   47344,    5245,   27473,    1410,   17885,    1403,     414,   11368,    4009,    1398,    1543,    1735,       0,   39261,   37840,    8083,    9504,   -2027,     -90,    -867,       4,   -2422,     212,      49,     379,   -1150,      55,       0,     -51,       0,   -2025,   -1749,      -1,    -278,  100.0,   11.1,   58.0,    3.0,   37.8,    3.0,    0.9,   24.0,    8.5,    3.0,    3.3,    3.7,    0.0,   82.9,   79.9,   17.1,   20.1,     95,     10,     22,      4,     15,.,.,     25,     11,      8,.,      8,      0,     57,     53,    30.3,    32.5,    42.2,    48.4,    28.9,    29.9,    40.4,    45.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190716,2019-07-16,12460+,CBT ,00,124 ,   49371,    5335,   28340,    1406,   20307,    1191,     365,   10989,    5159,    1343,    1543,    1786,       0,   41286,   39589,    8084,    9782,    8342,     638,    4184,     131,    4334,    1005,     -72,    3674,    1586,    -156,      49,     281,       0,    8597,    6958,    -255,    1384,  100.0,   10.8,   57.4,    2.8,   41.1,    2.4,    0.7,   22.3,   10.4,    2.7,    3.1,    3.6,    0.0,   83.6,   80.2,   16.4,   19.8,    102,     12,     23,      5,     16,.,.,     25,     13,      6,.,      9,      0,     59,     57,    32.3,    32.9,    44.6,    49.0,    31.6,    30.5,    43.1,    46.6,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190709,2019-07-09,12460+,CBT ,00,124 ,   41029,    4697,   24156,    1275,   15973,     187,     437,    7315,    3573,    1499,    1494,    1505,       0,   32689,   32631,    8340,    8398,   -1877,    -507,   -2763,       4,     704,      10,       1,   -2324,     239,     571,       0,     -10,       0,   -1552,   -1949,    -324,      72,  100.0,   11.4,   58.9,    3.1,   38.9,    0.5,    1.1,   17.8,    8.7,    3.7,    3.6,    3.7,    0.0,   79.7,   79.5,   20.3,   20.5,     93,     11,     20,.,     15,.,      4,     22,     14,      7,.,      8,      0,     54,     53,    27.4,    32.1,    40.2,    48.7,    27.4,    29.3,    39.9,    45.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190702,2019-07-02,12460+,CBT ,00,124 ,   42906,    5204,   26920,    1271,   15270,     177,     436,    9639,    3333,     928,    1494,    1515,       0,   34242,   34580,    8664,    8326,    1245,     525,    3104,     164,     866,    -254,     116,    -891,    -425,    -117,    -151,     -54,       0,     511,    2535,     733,   -1290,  100.0,   12.1,   62.7,    3.0,   35.6,    0.4,    1.0,   22.5,    7.8,    2.2,    3.5,    3.5,    0.0,   79.8,   80.6,   20.2,   19.4,     93,     13,     20,      4,     16,.,      4,     23,      9,      7,.,      8,      0,     59,     49,    27.1,    37.2,    40.1,    53.9,    26.1,    34.5,    38.8,    51.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190625,2019-06-25,12460+,CBT ,00,124 ,   41661,    4679,   23815,    1108,   14404,     431,     321,   10530,    3758,    1045,    1645,    1568,       0,   33731,   32045,    7930,    9616,   -2660,   -5337,    5494,   -4054,    5176,    -293,    -400,    3598,   -1909,    -593,    -465,      37,     -57,   -2131,   -1774,    -529,    -886,  100.0,   11.2,   57.2,    2.7,   34.6,    1.0,    0.8,   25.3,    9.0,    2.5,    3.9,    3.8,    0.0,   81.0,   76.9,   19.0,   23.1,     94,      9,     20,      4,     15,      4,.,     25,     11,      6,.,      8,      0,     58,     49,    27.9,    35.0,    41.2,    48.3,    27.5,    32.6,    40.8,    45.4,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190618,2019-06-18,12460+,CBT ,00,124 ,   44321,   10015,   18322,    5162,    9228,     723,     721,    6932,    5667,    1638,    2110,    1532,      57,   35862,   33820,    8459,   10501,    6466,   -1640,    3463,    3297,    3135,    -540,   -1109,     587,    -848,     727,     515,     201,      57,    5568,    5246,     898,    1220,  100.0,   22.6,   41.3,   11.6,   20.8,    1.6,    1.6,   15.6,   12.8,    3.7,    4.8,    3.5,    0.1,   80.9,   76.3,   19.1,   23.7,    100,     15,     15,     13,     15,      4,      5,     21,     17,     13,      5,      8,.,     74,     58,    23.4,    31.6,    36.9,    44.4,    21.7,    28.1,    32.8,    38.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190611,2019-06-11,12460+,CBT ,00,124 ,   37855,   11655,   14858,    1865,    6094,    1263,    1830,    6345,    6515,     912,    1595,    1331,       0,   30294,   28573,    7561,    9282,   -1855,   -2740,     662,     412,     230,    -722,    -139,     548,   -1418,    -340,     -23,     -31,       0,   -2052,   -1575,     198,    -280,  100.0,   30.8,   39.3,    4.9,   16.1,    3.3,    4.8,   16.8,   17.2,    2.4,    4.2,    3.5,    0.0,   80.0,   75.5,   20.0,   24.5,     95,     13,     14,      9,     14,      5,      4,     18,     20,      9,.,      7,      0,     63,     54,    26.3,    31.3,    39.7,    44.0,    26.1,    26.4,    37.3,    37.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190604,2019-06-04,12460+,CBT ,00,124 ,   39710,   14395,   14196,    1453,    5864,    1985,    1968,    5797,    7933,    1252,    1618,    1361,       0,   32346,   30148,    7364,    9562,    -410,    4816,   -2821,     273,   -1408,    1371,   -1575,   -1586,     708,     105,    -179,    -266,       0,     447,   -2203,    -857,    1793,  100.0,   36.3,   35.8,    3.7,   14.8,    5.0,    5.0,   14.6,   20.0,    3.2,    4.1,    3.4,    0.0,   81.5,   75.9,   18.5,   24.1,     98,     14,     14,      6,     17,      6,      5,     19,     16,     12,.,      8,      0,     69,     52,    28.7,    32.8,    43.1,    50.2,    28.5,    29.0,    41.6,    42.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190528,2019-05-28,12460+,CBT ,00,124 ,   40120,    9580,   17017,    1179,    7271,     614,    3543,    7383,    7226,    1147,    1797,    1627,       0,   31899,   32351,    8221,    7768,    1056,    2464,     714,    -159,   -4487,     143,    1821,     355,   -1181,     497,      -7,     319,       0,     483,    2153,     572,   -1097,  100.0,   23.9,   42.4,    2.9,   18.1,    1.5,    8.8,   18.4,   18.0,    2.9,    4.5,    4.1,    0.0,   79.5,   80.6,   20.5,   19.4,     99,     13,     15,      6,     14,      5,      6,     20,     17,     12,      4,     10,      0,     65,     58,    28.8,    34.6,    42.0,    49.8,    25.4,    31.1,    37.5,    41.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190521,2019-05-21,12460+,CBT ,00,124 ,   39064,    7116,   16303,    1339,   11758,     471,    1722,    7028,    8407,     650,    1804,    1308,       0,   31416,   30199,    7648,    8865,   -1861,    1328,   -3798,     186,   -3716,     -93,     933,    -320,     -37,     -99,     191,     219,       0,   -1498,   -2688,    -363,     827,  100.0,   18.2,   41.7,    3.4,   30.1,    1.2,    4.4,   18.0,   21.5,    1.7,    4.6,    3.3,    0.0,   80.4,   77.3,   19.6,   22.7,     98,     12,     16,      6,     18,      4,      5,     22,     15,     10,      4,      7,      0,     67,     52,    27.5,    35.2,    42.8,    48.2,    24.5,    32.0,    39.5,    44.8,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190514,2019-05-14,12460+,CBT ,00,124 ,   40925,    5789,   20101,    1152,   15473,     564,     789,    7349,    8444,     749,    1614,    1089,       0,   32913,   32886,    8012,    8039,    -555,     914,   -2881,     175,     186,     173,     397,    -445,    4441,    -692,     120,    -651,       0,     654,     960,   -1209,   -1515,  100.0,   14.1,   49.1,    2.8,   37.8,    1.4,    1.9,   18.0,   20.6,    1.8,    3.9,    2.7,    0.0,   80.4,   80.4,   19.6,   19.6,     98,     11,     17,      5,     16,.,      5,     22,     21,     11,.,      5,      0,     62,     57,    30.0,    32.9,    41.3,    47.7,    29.5,    30.4,    40.8,    45.1,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190507,2019-05-07,12460+,CBT ,00,124 ,   41480,    4875,   22981,     978,   15287,     391,     392,    7794,    4003,    1441,    1494,    1740,       0,   32260,   31926,    9220,    9554,       4,    -587,    3214,    -337,    4236,    -291,   -2092,   -2121,   -1517,     112,       0,    -112,       0,    -788,   -1023,     792,    1027,  100.0,   11.8,   55.4,    2.4,   36.9,    0.9,    0.9,   18.8,    9.7,    3.5,    3.6,    4.2,    0.0,   77.8,   77.0,   22.2,   23.0,    103,     12,     20,.,     17,.,      5,     23,     17,     11,.,     10,      0,     63,     59,    25.6,    34.5,    38.7,    50.6,    25.5,    32.2,    38.6,    47.0,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190430,2019-04-30,12460+,CBT ,00,124 ,   41476,    5461,   19768,    1315,   11051,     682,    2484,    9914,    5520,    1329,    1494,    1852,       0,   33048,   32949,    8428,    8527,     600,    -965,   -1266,      -5,    -910,     214,     809,    2378,     888,    -726,       0,     -97,       0,     582,    -182,      18,     782,  100.0,   13.2,   47.7,    3.2,   26.6,    1.6,    6.0,   23.9,   13.3,    3.2,    3.6,    4.5,    0.0,   79.7,   79.4,   20.3,   20.6,    103,     13,     19,      4,     17,      4,      6,     24,     16,      9,.,      9,      0,     64,     58,    20.0,    31.6,    33.2,    49.8,    17.3,    28.7,    29.6,    43.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190423,2019-04-23,12460+,CBT ,00,124 ,   40876,    6426,   21034,    1319,   11961,     468,    1675,    7536,    4632,    2055,    1494,    1949,       0,   32466,   33131,    8410,    7745,    -501,    -402,   -3069,     109,   -2807,    -212,    1382,    1794,    1097,     317,       0,     101,       0,     393,    -275,    -894,    -226,  100.0,   15.7,   51.5,    3.2,   29.3,    1.1,    4.1,   18.4,   11.3,    5.0,    3.7,    4.8,    0.0,   79.4,   81.1,   20.6,   18.9,    100,     14,     19,      4,     16,.,      7,     26,     12,      7,.,      9,      0,     66,     52,    21.2,    34.3,    33.9,    52.0,    17.7,    31.2,    30.1,    47.5,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190416,2019-04-16,12460+,CBT ,00,124 ,   41377,    6828,   24102,    1211,   14768,     680,     293,    5742,    3535,    1737,    1494,    1848,       0,   32073,   33406,    9304,    7971,    1397,     787,    2401,      87,    4302,    -275,   -1318,   -5007,   -1057,     695,     -61,     459,       0,    -516,     991,    1913,     406,  100.0,   16.5,   58.3,    2.9,   35.7,    1.6,    0.7,   13.9,    8.5,    4.2,    3.6,    4.5,    0.0,   77.5,   80.7,   22.5,   19.3,     95,     13,     20,      4,     16,.,      6,     20,     12,      7,.,     10,      0,     59,     53,    26.2,    36.5,    39.1,    52.5,    26.2,    33.7,    37.8,    49.7,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190409,2019-04-09,12460+,CBT ,00,124 ,   39980,    6041,   21701,    1124,   10467,     955,    1611,   10749,    4592,    1043,    1555,    1390,       0,   32589,   32415,    7391,    7565,    -285,    -146,     584,      21,    1779,    -802,   -1179,    -881,    1249,     299,     205,    -279,       0,      98,    -107,    -382,    -178,  100.0,   15.1,   54.3,    2.8,   26.2,    2.4,    4.0,   26.9,   11.5,    2.6,    3.9,    3.5,    0.0,   81.5,   81.1,   18.5,   18.9,     98,     12,     18,      4,     16,      5,      7,     24,     14,      8,.,      7,      0,     63,     54,    27.9,    36.3,    41.2,    49.9,    24.3,    33.7,    37.0,    47.1,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190402,2019-04-02,12460+,CBT ,00,124 ,   40265,    6187,   21118,    1103,    8688,    1757,    2790,   11630,    3343,     743,    1351,    1668,       0,   32491,   32522,    7773,    7743,     804,     130,       5,      58,   -1203,     164,     409,    1260,     448,     170,    -125,     -23,       0,     698,    1230,     105,    -427,  100.0,   15.4,   52.4,    2.7,   21.6,    4.4,    6.9,   28.9,    8.3,    1.8,    3.4,    4.1,    0.0,   80.7,   80.8,   19.3,   19.2,     97,     10,     20,      4,     17,      4,      5,     25,     11,      7,.,      9,      0,     62,     51,    31.2,    37.2,    44.0,    54.5,    28.6,    32.4,    40.2,    46.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190326,2019-03-26,12460+,CBT ,00,124 ,   39461,    6057,   21112,    1045,    9891,    1593,    2382,   10370,    2895,     573,    1476,    1691,       0,   31793,   31291,    7668,    8170,    -695,   -1002,    2984,    -213,     -69,   -3455,     877,    -732,   -1501,    -286,    -293,     136,       0,   -1718,   -1458,    1023,     764,  100.0,   15.3,   53.5,    2.6,   25.1,    4.0,    6.0,   26.3,    7.3,    1.5,    3.7,    4.3,    0.0,   80.6,   79.3,   19.4,   20.7,     90,     11,     15,      4,     16,      4,      5,     23,     10,      7,.,      9,      0,     60,     46,    32.2,    37.6,    46.8,    56.2,    32.1,    34.3,    44.4,    48.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190319,2019-03-19,12460+,CBT ,00,124 ,   40156,    7059,   18128,    1258,    9960,    5048,    1505,   11102,    4396,     860,    1768,    1555,       0,   33510,   32749,    6645,    7406,  -10073,   -3243,   -5490,   -4591,     497,    2148,    -406,     421,     595,    -886,     392,    -256,    -552,   -8367,   -9438,   -1706,    -635,  100.0,   17.6,   45.1,    3.1,   24.8,   12.6,    3.7,   27.6,   10.9,    2.1,    4.4,    3.9,    0.0,   83.5,   81.6,   16.5,   18.4,     96,     13,     15,      4,     16,      6,      6,     19,     14,     10,      4,      9,      0,     63,     53,    33.0,    35.8,    46.5,    52.7,    33.0,    33.1,    46.2,    47.1,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190312,2019-03-12,12460+,CBT ,00,124 ,   50229,   10302,   23618,    5848,    9463,    2900,    1910,   10681,    3802,    1746,    1376,    1811,     552,   41878,   42187,    8351,    8041,    4379,    -993,    3586,    3828,    -774,   -2183,     352,     161,    -457,     519,     -56,    -125,      36,    3072,    5555,    1307,   -1176,  100.0,   20.5,   47.0,   11.6,   18.8,    5.8,    3.8,   21.3,    7.6,    3.5,    2.7,    3.6,    1.1,   83.4,   84.0,   16.6,   16.0,    104,     15,     18,     14,     14,      5,      7,     19,     17,      9,.,     12,.,     68,     67,    34.2,    25.7,    46.1,    46.1,    28.4,    24.6,    40.3,    41.7,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190305,2019-03-05,12460+,CBT ,00,124 ,   45850,   11295,   20032,    2021,   10237,    5083,    1558,   10520,    4259,    1228,    1432,    1936,     516,   38806,   36632,    7044,    9217,    1783,    -382,    -789,     919,     485,    1273,       3,    -169,    -348,     197,     138,     579,      60,    1250,    1893,     532,    -111,  100.0,   24.6,   43.7,    4.4,   22.3,   11.1,    3.4,   22.9,    9.3,    2.7,    3.1,    4.2,    1.1,   84.6,   79.9,   15.4,   20.1,    106,     14,     17,     11,     14,      7,      6,     22,     17,      7,.,     12,.,     69,     62,    34.7,    31.2,    46.1,    47.3,    34.4,    28.7,    45.8,    42.6,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190226,2019-02-26,12460+,CBT ,00,124 ,   44067,   11677,   20821,    1102,    9752,    3810,    1555,   10689,    4608,    1031,    1293,    1357,     456,   37555,   34739,    6512,    9328,    1743,    -476,    2617,      51,    1460,     218,     282,     588,    -395,    -126,      -2,    -285,      70,    1847,    2432,    -104,    -689,  100.0,   26.5,   47.2,    2.5,   22.1,    8.6,    3.5,   24.3,   10.5,    2.3,    2.9,    3.1,    1.0,   85.2,   78.8,   14.8,   21.2,    100,     14,     19,      8,     16,.,      5,     22,     15,      4,.,      9,.,     64,     54,    38.1,    31.4,    48.7,    46.6,    37.8,    29.0,    47.8,    43.2,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190219,2019-02-19,12460+,CBT ,00,124 ,   42325,   12153,   18204,    1051,    8292,    3592,    1273,   10101,    5002,    1157,    1295,    1642,     387,   35709,   32307,    6616,   10017,    -786,   -1448,     366,       3,    -379,   -2264,     292,     937,    -564,     321,    -155,     -84,      16,    -412,   -1913,    -373,    1127,  100.0,   28.7,   43.0,    2.5,   19.6,    8.5,    3.0,   23.9,   11.8,    2.7,    3.1,    3.9,    0.9,   84.4,   76.3,   15.6,   23.7,    100,     15,     17,      7,     15,      4,      6,     20,     16,      8,.,     11,.,     65,     57,    40.2,    31.4,    51.2,    46.9,    39.8,    29.4,    50.8,    43.6,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190212,2019-02-12,12460+,CBT ,00,124 ,   43110,   13601,   17838,    1048,    8671,    5855,     981,    9164,    5566,     835,    1450,    1726,     371,   36121,   34220,    6989,    8890,    -987,   -1254,     410,      77,     355,    2404,     666,    -823,   -4151,    -575,     124,    -175,     147,   -1283,   -1198,     296,     211,  100.0,   31.5,   41.4,    2.4,   20.1,   13.6,    2.3,   21.3,   12.9,    1.9,    3.4,    4.0,    0.9,   83.8,   79.4,   16.2,   20.6,     99,     14,     21,      6,     14,      4,      5,     18,     13,      5,.,     12,.,     58,     58,    41.2,    32.5,    52.3,    48.5,    40.8,    31.1,    51.9,    47.0,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190205,2019-02-05,12460+,CBT ,00,124 ,   44097,   14855,   17428,     971,    8316,    3452,     315,    9988,    9717,    1411,    1325,    1901,     223,   37404,   35418,    6693,    8679,    3725,    2240,      94,      65,     542,     314,     114,     673,    3192,    -711,     -66,     394,      66,    2923,    3528,     801,     196,  100.0,   33.7,   39.5,    2.2,   18.9,    7.8,    0.7,   22.6,   22.0,    3.2,    3.0,    4.3,    0.5,   84.8,   80.3,   15.2,   19.7,     99,     14,     20,      6,     14,.,      4,     19,     15,      9,.,     12,.,     59,     60,    40.5,    34.7,    51.6,    52.8,    40.2,    33.4,    51.3,    51.4,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",190129,2019-01-29,12460+,CBT ,00,124 ,   40373,   12615,   17334,     905,    7774,    3138,     202,    9314,    6525,    2122,    1392,    1507,     157,   34480,   31890,    5892,    8483,     674,     756,    -893,     -74,     400,     399,      32,   -1441,     514,     929,     -21,    -336,      60,     641,     631,      32,      42,  100.0,   31.2,   42.9,    2.2,   19.3,    7.8,    0.5,   23.1,   16.2,    5.3,    3.4,    3.7,    0.4,   85.4,   79.0,   14.6,   21.0,     89,     12,     18,      6,     12,.,.,     17,     17,      8,.,     10,.,     53,     53,    41.8,    32.2,    54.2,    51.7,    41.6,    31.0,    54.0,    48.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
