"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,13874I,CME ,00,138 ,   15298,    3606,   13632,       0,    9657,     700,      15,       0,     439,       0,       0,       0,       0,   13278,   14786,    2020,     512,     868,    1275,     619,       0,     -97,     700,       0,    -225,    -400,       0,       0,       0,       0,     953,     919,     -85,     -51,  100.0,   23.6,   89.1,    0.0,   63.1,    4.6,    0.1,    0.0,    2.9,    0.0,    0.0,    0.0,    0.0,   86.8,   96.7,   13.2,    3.3,     23,      6,      5,      0,     10,.,.,      0,.,      0,      0,      0,      0,     16,      8,    53.6,    81.6,    71.4,    96.7,    53.6,    81.6,    71.4,    96.6,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,13874I,CME ,00,138 ,   14430,    2331,   13013,       0,    9754,       0,      15,     225,     839,       0,       0,       0,       0,   12325,   13867,    2105,     563,    -901,     766,    -754,       0,   -1524,       0,       0,     225,     -38,       0,       0,       0,       0,    -533,    -792,    -368,    -109,  100.0,   16.2,   90.2,    0.0,   67.6,    0.0,    0.1,    1.6,    5.8,    0.0,    0.0,    0.0,    0.0,   85.4,   96.1,   14.6,    3.9,     23,      4,      6,      0,     10,      0,.,.,.,      0,      0,      0,      0,     15,      9,    54.9,    78.4,    72.9,    96.0,    54.9,    78.4,    72.8,    96.0,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,13874I,CME ,00,138 ,   15331,    1565,   13767,       0,   11278,       0,      15,       0,     877,       0,       0,       0,       0,   12858,   14659,    2473,     672,    -708,     -46,    -767,       0,    -623,       0,       0,       0,     -55,       0,       0,       0,       0,    -669,    -822,     -39,     114,  100.0,   10.2,   89.8,    0.0,   73.6,    0.0,    0.1,    0.0,    5.7,    0.0,    0.0,    0.0,    0.0,   83.9,   95.6,   16.1,    4.4,     22,      4,      6,      0,     10,      0,.,      0,.,      0,      0,      0,      0,     14,      9,    60.2,    79.0,    74.4,    95.5,    60.2,    79.0,    74.3,    95.5,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,13874I,CME ,00,138 ,   16039,    1611,   14534,       0,   11901,       0,      15,       0,     932,       0,       0,       0,       0,   13527,   15481,    2512,     558,    -285,     263,     264,       0,    -433,    -474,       0,       0,     -42,       0,       0,       0,       0,    -170,    -252,    -115,     -33,  100.0,   10.0,   90.6,    0.0,   74.2,    0.0,    0.1,    0.0,    5.8,    0.0,    0.0,    0.0,    0.0,   84.3,   96.5,   15.7,    3.5,     22,      4,      7,      0,      9,      0,.,      0,.,      0,      0,      0,      0,     13,     10,    62.9,    77.5,    76.3,    95.1,    62.9,    77.5,    76.2,    95.1,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250923,2025-09-23,13874J,CME ,00,138 ,   31718,    5669,   16419,       0,   18658,   13468,       0,    2558,    1003,       0,       0,       0,       0,   26885,   30890,    4833,     828,  -10021,   -2658,   -3131,   -7548,    -334,    2485,       0,    -151,    -652,    -723,       0,       0,       0,  -11414,   -9569,    1393,    -452,  100.0,   17.9,   51.8,    0.0,   58.8,   42.5,    0.0,    8.1,    3.2,    0.0,    0.0,    0.0,    0.0,   84.8,   97.4,   15.2,    2.6,     35,      4,      8,      0,     12,      4,      0,      5,.,      0,      0,      0,      0,     21,     14,    54.6,    73.6,    67.2,    91.9,    54.6,    73.6,    67.2,    91.9,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250916,2025-09-16,13874J,CME ,00,138 ,   41739,    8327,   19550,    7548,   18992,   10983,       0,    2709,    1655,     723,       0,       0,       0,   38299,   40459,    3440,    1280,    7070,    -130,     716,    7548,    1006,   -2727,    -330,   -1607,     917,     723,       0,       0,       0,    7210,    6847,    -140,     223,  100.0,   20.0,   46.8,   18.1,   45.5,   26.3,    0.0,    6.5,    4.0,    1.7,    0.0,    0.0,    0.0,   91.8,   96.9,    8.2,    3.1,     35,      4,      9,      4,     12,.,      0,      5,.,.,      0,      0,      0,     23,     17,    50.6,    65.6,    72.7,    86.4,    44.8,    58.0,    57.7,    71.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250909,2025-09-09,13874J,CME ,00,138 ,   34669,    8457,   18834,       0,   17986,   13710,     330,    4316,     738,       0,       0,       0,       0,   31089,   33612,    3580,    1057,     352,    2161,    -144,       0,     201,     605,       0,   -1663,    -424,       0,       0,       0,       0,     699,      37,    -347,     315,  100.0,   24.4,   54.3,    0.0,   51.9,   39.5,    1.0,   12.4,    2.1,    0.0,    0.0,    0.0,    0.0,   89.7,   97.0,   10.3,    3.0,     32,      4,      8,      0,     10,.,.,      5,.,      0,      0,      0,      0,     19,     14,    54.3,    77.7,    71.7,    91.8,    54.3,    77.7,    71.7,    91.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250902,2025-09-02,13874J,CME ,00,138 ,   34317,    6296,   18978,       0,   17785,   13105,     330,    5979,    1162,       0,       0,       0,       0,   30390,   33575,    3927,     742,    4552,    1905,    -731,       0,     349,    5149,       0,    1999,     231,       0,       0,       0,       0,    4253,    4649,     299,     -97,  100.0,   18.3,   55.3,    0.0,   51.8,   38.2,    1.0,   17.4,    3.4,    0.0,    0.0,    0.0,    0.0,   88.6,   97.8,   11.4,    2.2,     34,      4,      8,      0,     11,      4,.,      4,.,      0,      0,      0,      0,     19,     16,    52.0,    76.7,    71.7,    91.3,    52.0,    76.7,    71.6,    91.3,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250826,2025-08-26,13874J,CME ,00,138 ,   29765,    4391,   19709,       0,   17436,    7956,     330,    3980,     931,       0,       0,       0,       0,   26137,   28926,    3628,     839,    -415,     999,    -645,       0,     172,     517,       0,   -1455,     -25,       0,       0,       0,       0,    -284,    -153,    -131,    -262,  100.0,   14.8,   66.2,    0.0,   58.6,   26.7,    1.1,   13.4,    3.1,    0.0,    0.0,    0.0,    0.0,   87.8,   97.2,   12.2,    2.8,     36,.,     10,      0,     10,      4,.,      7,.,      0,      0,      0,      0,     20,     17,    55.2,    71.3,    70.1,    88.2,    55.2,    71.3,    69.3,    88.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250819,2025-08-19,13874J,CME ,00,138 ,   30180,    3392,   20354,       0,   17264,    7439,     330,    5435,     956,       0,       0,       0,       0,   26421,   29079,    3759,    1101,     -71,       0,      15,       0,      37,    -368,       0,    -163,     108,       0,       0,       0,       0,    -126,    -245,      55,     174,  100.0,   11.2,   67.4,    0.0,   57.2,   24.6,    1.1,   18.0,    3.2,    0.0,    0.0,    0.0,    0.0,   87.5,   96.4,   12.5,    3.6,     35,.,     10,      0,     10,.,.,      7,.,      0,      0,      0,      0,     20,     16,    51.6,    71.2,    68.5,    88.4,    51.6,    71.2,    68.0,    88.4,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250812,2025-08-12,13874J,CME ,00,138 ,   30251,    3392,   20339,       0,   17227,    7807,     330,    5598,     848,       0,       0,       0,       0,   26547,   29324,    3704,     927,    4053,    2700,   -1284,       0,    -320,    4949,       0,    1750,      61,       0,       0,       0,       0,    4130,    3726,     -77,     327,  100.0,   11.2,   67.2,    0.0,   56.9,   25.8,    1.1,   18.5,    2.8,    0.0,    0.0,    0.0,    0.0,   87.8,   96.9,   12.2,    3.1,     36,.,     10,      0,     11,      4,.,      6,.,      0,      0,      0,      0,     20,     17,    51.4,    70.8,    69.9,    87.2,    51.4,    70.8,    68.8,    87.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250805,2025-08-05,13874J,CME ,00,138 ,   26198,     692,   21623,       0,   17547,    2858,     330,    3848,     787,       0,       0,       0,       0,   22417,   25598,    3781,     600,   -1839,   -2514,      82,       0,     129,   -1437,       0,     740,      25,       0,       0,       0,       0,   -1645,   -1330,    -194,    -509,  100.0,    2.6,   82.5,    0.0,   67.0,   10.9,    1.3,   14.7,    3.0,    0.0,    0.0,    0.0,    0.0,   85.6,   97.7,   14.4,    2.3,     35,.,     11,      0,     11,      4,.,      5,.,      0,      0,      0,      0,     18,     18,    58.5,    65.2,    72.1,    84.6,    58.5,    65.2,    70.9,    84.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250729,2025-07-29,13874J,CME ,00,138 ,   28037,    3206,   21541,       0,   17418,    4295,     330,    3108,     762,       0,       0,       0,       0,   24062,   26928,    3975,    1109,   -2331,   -1248,     -85,       0,     376,   -2213,       0,     180,      -7,       0,       0,       0,       0,    -692,   -2305,   -1639,     -26,  100.0,   11.4,   76.8,    0.0,   62.1,   15.3,    1.2,   11.1,    2.7,    0.0,    0.0,    0.0,    0.0,   85.8,   96.0,   14.2,    4.0,     32,.,      8,      0,     10,      4,.,      5,.,      0,      0,      0,      0,     18,     15,    56.1,    64.3,    70.0,    87.9,    56.1,    64.3,    68.8,    87.9,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250722,2025-07-22,13874J,CME ,00,138 ,   30368,    4454,   21626,       0,   17042,    6508,     330,    2928,     769,       0,       0,       0,       0,   24754,   29233,    5614,    1135,     105,   -1817,    -105,       0,    -283,       0,       0,     300,      30,       0,       0,       0,       0,   -1800,     -75,    1905,     180,  100.0,   14.7,   71.2,    0.0,   56.1,   21.4,    1.1,    9.6,    2.5,    0.0,    0.0,    0.0,    0.0,   81.5,   96.3,   18.5,    3.7,     30,      4,      8,      0,      9,.,.,      4,.,      0,      0,      0,      0,     17,     14,    55.0,    68.2,    68.0,    89.9,    55.0,    68.2,    67.0,    89.9,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250715,2025-07-15,13874J,CME ,00,138 ,   30263,    6271,   21731,       0,   17325,    6508,     330,    2628,     739,       0,       0,       0,       0,   26554,   29308,    3709,     955,      30,     943,     160,       0,    -346,    1308,       0,    -827,      26,       0,       0,       0,       0,    -230,    1494,     260,   -1464,  100.0,   20.7,   71.8,    0.0,   57.2,   21.5,    1.1,    8.7,    2.4,    0.0,    0.0,    0.0,    0.0,   87.7,   96.8,   12.3,    3.2,     31,      4,      8,      0,     10,.,.,      4,.,      0,      0,      0,      0,     18,     14,    60.4,    68.4,    73.4,    90.6,    60.4,    68.4,    72.3,    90.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250708,2025-07-08,13874J,CME ,00,138 ,   30233,    5328,   21571,       0,   17671,    5200,     330,    3455,     713,       0,       0,       0,       0,   26784,   27814,    3449,    2419,    1909,    1928,   -1582,       0,      13,    1578,       0,      80,     -15,       0,       0,       0,       0,    2021,     -19,    -112,    1928,  100.0,   17.6,   71.3,    0.0,   58.4,   17.2,    1.1,   11.4,    2.4,    0.0,    0.0,    0.0,    0.0,   88.6,   92.0,   11.4,    8.0,     31,.,      8,      0,     11,.,.,      5,.,      0,      0,      0,      0,     19,     13,    59.8,    67.2,    72.4,    87.5,    59.8,    67.2,    71.4,    87.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250701,2025-07-01,13874J,CME ,00,138 ,   28324,    3400,   23153,       0,   17658,    3622,     330,    3375,     728,       0,       0,       0,       0,   24763,   27833,    3561,     491,    -348,      93,    -425,       0,     -21,     219,    -150,     -15,       7,       0,       0,       0,       0,     -93,    -349,    -255,       1,  100.0,   12.0,   81.7,    0.0,   62.3,   12.8,    1.2,   11.9,    2.6,    0.0,    0.0,    0.0,    0.0,   87.4,   98.3,   12.6,    1.7,     31,.,      8,      0,     11,.,.,      5,.,      0,      0,      0,      0,     19,     13,    57.7,    71.9,    71.7,    93.4,    57.7,    71.9,    70.6,    93.4,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250624,2025-06-24,13874J,CME ,00,138 ,   28672,    3307,   23578,       0,   17679,    3403,     480,    3390,     721,       0,       0,       0,       0,   24856,   28182,    3816,     490,  -12522,   -3095,   -3842,   -8098,    -598,       0,       0,    -520,     -48,       0,       0,       0,       0,  -12311,  -11988,    -211,    -534,  100.0,   11.5,   82.2,    0.0,   61.7,   11.9,    1.7,   11.8,    2.5,    0.0,    0.0,    0.0,    0.0,   86.7,   98.3,   13.3,    1.7,     31,.,      8,      0,     11,.,.,      5,.,      0,      0,      0,      0,     20,     13,    57.0,    72.3,    69.6,    93.5,    57.0,    72.3,    68.5,    93.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250617,2025-06-17,13874J,CME ,00,138 ,   41194,    6402,   27420,    8098,   18277,    3403,     480,    3910,     769,       0,       0,       0,       0,   37167,   40170,    4027,    1024,   10492,    2289,      29,    8098,    -716,    2462,       0,     -38,     -56,       0,       0,       0,       0,    9633,   10533,     859,     -41,  100.0,   15.5,   66.6,   19.7,   44.4,    8.3,    1.2,    9.5,    1.9,    0.0,    0.0,    0.0,    0.0,   90.2,   97.5,    9.8,    2.5,     31,.,      8,.,     11,.,.,      6,.,      0,      0,      0,      0,     22,     13,    57.9,    66.5,    72.2,    94.2,    47.5,    54.2,    56.6,    74.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250610,2025-06-10,13874J,CME ,00,138 ,   30702,    4113,   27391,       0,   18993,     941,     480,    3948,     825,       0,       0,       0,       0,   27534,   29637,    3168,    1065,     600,     113,    -455,       0,      25,     759,       0,     366,      87,       0,       0,    -221,       0,     504,     170,      96,     430,  100.0,   13.4,   89.2,    0.0,   61.9,    3.1,    1.6,   12.9,    2.7,    0.0,    0.0,    0.0,    0.0,   89.7,   96.5,   10.3,    3.5,     33,.,      8,      0,     13,.,.,      6,.,      0,      0,      0,      0,     22,     13,    56.3,    72.8,    69.7,    91.7,    56.3,    72.8,    69.1,    91.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250603,2025-06-03,13874J,CME ,00,138 ,   30102,    4000,   27846,       0,   18968,     182,     480,    3582,     738,       0,       0,     221,       0,   27030,   29467,    3072,     635,   -1707,       0,    -888,       0,   -1559,       0,       0,    -226,     -43,       0,       0,    -469,       0,   -1785,   -1400,      78,    -307,  100.0,   13.3,   92.5,    0.0,   63.0,    0.6,    1.6,   11.9,    2.5,    0.0,    0.0,    0.7,    0.0,   89.8,   97.9,   10.2,    2.1,     32,.,      8,      0,     13,.,.,      5,.,      0,      0,.,      0,     21,     13,    57.1,    77.3,    70.2,    93.6,    57.1,    77.3,    70.0,    93.4,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250527,2025-05-27,13874J,CME ,00,138 ,   31809,    4000,   28734,       0,   20527,     182,     480,    3808,     781,       0,       0,     690,       0,   28815,   30867,    2994,     942,     297,       0,     995,       0,     -73,       0,       0,     413,      -4,       0,       0,    -594,       0,     340,     397,     -43,    -100,  100.0,   12.6,   90.3,    0.0,   64.5,    0.6,    1.5,   12.0,    2.5,    0.0,    0.0,    2.2,    0.0,   90.6,   97.0,    9.4,    3.0,     34,.,      8,      0,     15,.,.,      5,.,      0,      0,.,      0,     23,     13,    53.7,    77.6,    67.5,    92.5,    53.7,    77.6,    67.5,    92.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250520,2025-05-20,13874J,CME ,00,138 ,   31512,    4000,   27739,       0,   20600,     182,     480,    3395,     785,       0,       0,    1284,       0,   28475,   30470,    3037,    1042,    -725,   -1001,     143,       0,     707,   -1525,    -572,     452,      49,       0,       0,    1284,       0,    -414,    -621,    -311,    -104,  100.0,   12.7,   88.0,    0.0,   65.4,    0.6,    1.5,   10.8,    2.5,    0.0,    0.0,    4.1,    0.0,   90.4,   96.7,    9.6,    3.3,     34,.,      8,      0,     15,.,.,      5,.,      0,      0,.,      0,     23,     13,    54.2,    75.3,    68.1,    92.1,    54.2,    75.3,    68.1,    92.1,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250513,2025-05-13,13874J,CME ,00,138 ,   32237,    5001,   27596,       0,   19893,    1707,    1052,    2943,     736,       0,       0,       0,       0,   28889,   31091,    3348,    1146,   -1006,    2223,    -437,       0,   -4387,    1525,     902,    -185,     -84,       0,       0,       0,       0,   -1447,    1906,     441,   -2912,  100.0,   15.5,   85.6,    0.0,   61.7,    5.3,    3.3,    9.1,    2.3,    0.0,    0.0,    0.0,    0.0,   89.6,   96.4,   10.4,    3.6,     33,.,      7,      0,     15,.,.,      5,.,      0,      0,      0,      0,     24,     11,    56.5,    73.9,    67.7,    93.8,    56.5,    73.9,    67.1,    91.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250506,2025-05-06,13874J,CME ,00,138 ,   33243,    2778,   28033,       0,   24280,     182,     150,    3128,     820,       0,       0,       0,       0,   30336,   29185,    2907,    4058,     263,       0,   -2728,       0,     529,       0,       0,      64,      30,       0,       0,       0,       0,     593,   -2698,    -330,    2961,  100.0,    8.4,   84.3,    0.0,   73.0,    0.5,    0.5,    9.4,    2.5,    0.0,    0.0,    0.0,    0.0,   91.3,   87.8,    8.7,   12.2,     34,.,      7,      0,     16,.,.,      6,.,      0,      0,      0,      0,     25,     10,    53.5,    71.3,    69.7,    86.0,    53.5,    71.3,    69.7,    86.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250429,2025-04-29,13874J,CME ,00,138 ,   32980,    2778,   30761,       0,   23751,     182,     150,    3064,     790,       0,       0,       0,       0,   29743,   31883,    3237,    1097,   -1699,       0,   -1948,       0,   -2488,     182,     150,     339,    -138,       0,       0,       0,       0,   -1999,   -1754,     300,      55,  100.0,    8.4,   93.3,    0.0,   72.0,    0.6,    0.5,    9.3,    2.4,    0.0,    0.0,    0.0,    0.0,   90.2,   96.7,    9.8,    3.3,     33,.,      7,      0,     15,.,.,      6,.,      0,      0,      0,      0,     24,     10,    53.9,    80.5,    69.9,    94.9,    53.9,    80.5,    69.9,    94.8,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250422,2025-04-22,13874J,CME ,00,138 ,   34679,    2778,   32709,       0,   26239,       0,       0,    2725,     928,       0,       0,       0,       0,   31742,   33637,    2937,    1042,     542,       0,     108,       0,     688,       0,       0,      85,     205,       0,       0,       0,       0,     773,     313,    -231,     229,  100.0,    8.0,   94.3,    0.0,   75.7,    0.0,    0.0,    7.9,    2.7,    0.0,    0.0,    0.0,    0.0,   91.5,   97.0,    8.5,    3.0,     34,.,      7,      0,     17,      0,      0,      6,.,      0,      0,      0,      0,     25,      9,    56.2,    78.9,    70.9,    96.2,    56.2,    78.9,    70.9,    96.2,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250415,2025-04-15,13874J,CME ,00,138 ,   34137,    2778,   32601,       0,   25551,       0,       0,    2640,     723,       0,       0,       0,       0,   30969,   33324,    3168,     813,   -7165,    2207,   -7196,       0,   -9006,       0,       0,    -105,     -58,       0,       0,       0,       0,   -6904,   -7254,    -261,      89,  100.0,    8.1,   95.5,    0.0,   74.8,    0.0,    0.0,    7.7,    2.1,    0.0,    0.0,    0.0,    0.0,   90.7,   97.6,    9.3,    2.4,     33,.,      7,      0,     16,      0,      0,      6,.,      0,      0,      0,      0,     24,      9,    57.1,    79.8,    72.1,    97.0,    57.1,    79.8,    72.1,    97.0,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250408,2025-04-08,13874J,CME ,00,138 ,   41302,     571,   39797,       0,   34557,       0,       0,    2745,     781,       0,       0,       0,       0,   37873,   40578,    3429,     724,    3206,       0,    4363,       0,    3542,       0,       0,     257,    -432,       0,       0,       0,       0,    3799,    3931,    -593,    -725,  100.0,    1.4,   96.4,    0.0,   83.7,    0.0,    0.0,    6.6,    1.9,    0.0,    0.0,    0.0,    0.0,   91.7,   98.2,    8.3,    1.8,     34,.,      7,      0,     17,      0,      0,      7,.,      0,      0,      0,      0,     25,      9,    62.4,    80.3,    74.8,    97.6,    62.4,    80.3,    74.8,    97.6,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250401,2025-04-01,13874J,CME ,00,138 ,   38096,     571,   35434,       0,   31015,       0,       0,    2488,    1213,       0,       0,       0,       0,   34074,   36647,    4022,    1449,   -2799,       0,   -1747,       0,   -3878,       0,       0,     461,     311,       0,       0,       0,       0,   -3417,   -1436,     618,   -1363,  100.0,    1.5,   93.0,    0.0,   81.4,    0.0,    0.0,    6.5,    3.2,    0.0,    0.0,    0.0,    0.0,   89.4,   96.2,   10.6,    3.8,     34,.,      7,      0,     17,      0,      0,      6,.,      0,      0,      0,      0,     24,     10,    57.8,    76.5,    71.4,    94.9,    57.8,    76.5,    71.4,    94.9,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",250325,2025-03-25,13874J,CME ,00,138 ,   40895,     571,   37181,       0,   34893,       0,       0,    2027,     902,       0,       0,       0,       0,   37491,   38083,    3404,    2812,   -8953,    -380,    1228,   -9990,    4325,    -223,       0,     199,    -700,    -241,       0,       0,       0,   -6087,   -9926,   -2866,     973,  100.0,    1.4,   90.9,    0.0,   85.3,    0.0,    0.0,    5.0,    2.2,    0.0,    0.0,    0.0,    0.0,   91.7,   93.1,    8.3,    6.9,     32,.,      8,      0,     17,      0,      0,      4,.,      0,      0,      0,      0,     22,     10,    63.5,    75.2,    77.2,    91.5,    63.5,    75.2,    77.2,    91.5,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","FutOnly"
