"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240813,2024-08-13,13874A,CME ,00,138 , 2033008,  152829,  875051,   29345, 1132115,  183179,  117412,  175193,  451647,   56202,  116269,  137498,    2743, 1782108, 1853077,  250900,  179931,    7174,   12368,  -17065,    4771,   23843,  -37012,  -15011,  -50396,   16299,   17802,   18121,   28098,   -4397,    7101,   -6515,      73,   13689,  100.0,    7.5,   43.0,    1.4,   55.7,    9.0,    5.8,    8.6,   22.2,    2.8,    5.7,    6.8,    0.1,   87.7,   91.1,   12.3,    8.9,    462,     22,     38,     23,    170,     45,     95,     65,     78,     58,     25,     18,      6,    356,    288,    10.0,    23.5,    15.8,    31.9,     9.0,    23.0,    14.9,    31.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240806,2024-08-06,13874A,CME ,00,138 , 2025834,  140461,  892116,   24574, 1108272,  220191,  132423,  225589,  435348,   38400,   98148,  109400,    7140, 1775007, 1859592,  250827,  166242,  -20371,    8383,  -17196,   -4514,  -37786,   20952,    4298,   22450,  -12008,   -1142,   -4578,  -30140,    5143,   -7746,  -34607,  -12625,   14236,  100.0,    6.9,   44.0,    1.2,   54.7,   10.9,    6.5,   11.1,   21.5,    1.9,    4.8,    5.4,    0.4,   87.6,   91.8,   12.4,    8.2,    465,     22,     43,     21,    169,     52,     97,     60,     77,     56,     25,     16,      9,    354,    294,    10.2,    24.5,    16.6,    33.2,     9.0,    24.2,    15.3,    32.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240730,2024-07-30,13874A,CME ,00,138 , 2046205,  132078,  909312,   29088, 1146058,  199239,  128125,  203139,  447356,   39542,  102726,  139540,    1997, 1782753, 1894199,  263452,  152006,    -978,     475,   -6034,     443,  -19500,   28823,  -10568,    7881,  -22757,   11724,    8628,     280,      31,    -886,    1942,     -92,   -2920,  100.0,    6.5,   44.4,    1.4,   56.0,    9.7,    6.3,    9.9,   21.9,    1.9,    5.0,    6.8,    0.1,   87.1,   92.6,   12.9,    7.4,    459,     20,     42,     18,    174,     47,     95,     56,     75,     54,     26,     18,      6,    346,    286,     9.4,    25.4,    15.6,    34.9,     8.4,    24.9,    14.4,    34.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240723,2024-07-23,13874A,CME ,00,138 , 2047183,  131603,  915346,   28645, 1165558,  170416,  138693,  195258,  470113,   27818,   94098,  139260,    1966, 1783639, 1892257,  263544,  154926,  -42824,    4624,   18151,   -4375,  -11484,   -4445,    1924,   18067,  -59321,   -5337,  -40256,   22570,      94,  -36743,  -30739,   -6081,  -12085,  100.0,    6.4,   44.7,    1.4,   56.9,    8.3,    6.8,    9.5,   23.0,    1.4,    4.6,    6.8,    0.1,   87.1,   92.4,   12.9,    7.6,    464,     23,     40,     23,    171,     46,     96,     62,     74,     49,     26,     20,      6,    355,    283,     9.9,    24.2,    16.9,    32.3,     9.1,    23.8,    15.7,    31.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240716,2024-07-16,13874A,CME ,00,138 , 2090007,  126979,  897195,   33020, 1177042,  174861,  136769,  177191,  529434,   33155,  134354,  116690,    1872, 1820382, 1922996,  269625,  167011,   41787,   -4258,   -5043,    2164,   13185,  -11577,    2656,   22142,   49202,    2753,     397,    3409,    -222,   38817,   43342,    2970,   -1555,  100.0,    6.1,   42.9,    1.6,   56.3,    8.4,    6.5,    8.5,   25.3,    1.6,    6.4,    5.6,    0.1,   87.1,   92.0,   12.9,    8.0,    468,     22,     43,     20,    171,     49,     93,     64,     70,     51,     28,     20,      4,    353,    283,    10.0,    24.2,    16.8,    33.0,     8.9,    23.7,    15.5,    32.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240709,2024-07-09,13874A,CME ,00,138 , 2048220,  131237,  902238,   30856, 1163857,  186438,  134113,  155049,  480232,   30402,  133957,  113281,    2094, 1781565, 1879654,  266655,  168566,   11134,    1411,  -28905,    3698,   27146,   -1997,   -1815,  -18866,   30016,    3330,    2947,    1792,   -2205,   15646,    3914,   -4512,    7220,  100.0,    6.4,   44.0,    1.5,   56.8,    9.1,    6.5,    7.6,   23.4,    1.5,    6.5,    5.5,    0.1,   87.0,   91.8,   13.0,    8.2,    468,     20,     42,     18,    167,     53,     90,     67,     71,     48,     26,     20,      5,    343,    286,    10.2,    23.8,    16.7,    32.5,     9.0,    23.3,    15.4,    31.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240702,2024-07-02,13874A,CME ,00,138 , 2037086,  129826,  931143,   27158, 1136711,  188435,  135928,  173915,  450216,   27072,  131010,  111489,    4299, 1765919, 1875740,  271167,  161346,   61006,    3256,    7871,    5031,   -9380,   16243,    -420,   38702,   26231,    2023,   16432,   -2860,    1156,   56800,   55275,    4206,    5731,  100.0,    6.4,   45.7,    1.3,   55.8,    9.3,    6.7,    8.5,   22.1,    1.3,    6.4,    5.5,    0.2,   86.7,   92.1,   13.3,    7.9,    469,     22,     42,     20,    170,     54,     91,     64,     71,     50,     31,     14,      6,    352,    284,    10.3,    24.8,    16.7,    34.4,     9.2,    24.4,    15.3,    34.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240625,2024-06-25,13874A,CME ,00,138 , 1976080,  126570,  923272,   22127, 1146091,  172192,  136348,  135213,  423985,   25049,  114578,  114349,    3143, 1709119, 1820465,  266961,  155615, -619510,  -83840,   -4195, -233157,    1305,   -5139,  -38475,  -32790, -115428, -151321,  -25645,   -8833,  -23342, -587265, -579890,  -32245,  -39620,  100.0,    6.4,   46.7,    1.1,   58.0,    8.7,    6.9,    6.8,   21.5,    1.3,    5.8,    5.8,    0.2,   86.5,   92.1,   13.5,    7.9,    469,     20,     42,     20,    170,     49,     91,     71,     75,     49,     26,     14,      7,    347,    289,    11.4,    26.4,    17.8,    36.0,    10.2,    26.2,    16.4,    35.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240618,2024-06-18,13874A,CME ,00,138 , 2595590,  210410,  927467,  255284, 1144786,  177331,  174823,  168003,  539413,  176370,  140223,  123182,   26485, 2296384, 2400355,  299206,  195235,  329494,  -20696,  -28525,  184476,    9040,   12730,   34630,   13674,   17554,   97863,   14965,   -3270,   -6354,  327598,  309104,    1896,   20390,  100.0,    8.1,   35.7,    9.8,   44.1,    6.8,    6.7,    6.5,   20.8,    6.8,    5.4,    4.7,    1.0,   88.5,   92.5,   11.5,    7.5,    482,     28,     41,     44,    169,     53,    101,     64,     83,     69,     22,     20,      9,    379,    326,    12.1,    26.3,    20.6,    36.5,     7.9,    25.5,    13.3,    32.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240611,2024-06-11,13874A,CME ,00,138 , 2266096,  231106,  955992,   70808, 1135746,  164601,  140193,  154329,  521859,   78507,  125258,  126452,   32839, 1968786, 2091251,  297310,  174845,  106070,   20141,   29556,   23079,   16415,    -340,   -3268,   -3268,   18846,   12231,   21585,   17184,    9518,   96433,  106806,    9637,    -736,  100.0,   10.2,   42.2,    3.1,   50.1,    7.3,    6.2,    6.8,   23.0,    3.5,    5.5,    5.6,    1.4,   86.9,   92.3,   13.1,    7.7,    472,     28,     37,     26,    173,     50,     95,     65,     76,     60,     24,     18,      9,    363,    299,    10.1,    29.8,    16.1,    38.7,     8.5,    29.2,    14.0,    36.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240604,2024-06-04,13874A,CME ,00,138 , 2160026,  210965,  926436,   47729, 1119331,  164941,  143461,  157597,  503013,   66276,  103673,  109268,   23321, 1872353, 1984445,  287673,  175581,  -19705,   11722,   28190,   -1699,  -21146,   -1013,   10587,  -16682,  -10870,    7517,  -29046,  -67519,   20440,  -18307,  -14367,   -1398,   -5338,  100.0,    9.8,   42.9,    2.2,   51.8,    7.6,    6.6,    7.3,   23.3,    3.1,    4.8,    5.1,    1.1,   86.7,   91.9,   13.3,    8.1,    474,     29,     37,     22,    176,     50,    100,     66,     77,     55,     23,     15,      8,    364,    295,     9.9,    30.3,    15.8,    39.3,     8.7,    29.9,    14.3,    37.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240528,2024-05-28,13874A,CME ,00,138 , 2179731,  199243,  898246,   49428, 1140477,  165954,  132874,  174279,  513883,   58759,  132719,  176787,    2881, 1890660, 1998812,  289071,  180919,   31530,    3901,   11157,   15258,   12840,  -18314,   -1147,    7224,   12750,     461,   -8061,    3707,     479,   30955,   24351,     575,    7179,  100.0,    9.1,   41.2,    2.3,   52.3,    7.6,    6.1,    8.0,   23.6,    2.7,    6.1,    8.1,    0.1,   86.7,   91.7,   13.3,    8.3,    469,     29,     36,     18,    174,     50,     95,     65,     77,     48,     20,     17,      7,    353,    284,    10.5,    31.9,    17.0,    41.2,     9.4,    31.6,    15.7,    40.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240521,2024-05-21,13874A,CME ,00,138 , 2148201,  195342,  887089,   34170, 1127637,  184268,  134021,  167055,  501133,   58298,  140780,  173080,    2402, 1859705, 1974461,  288496,  173740,   67104,   17957,   36987,   -6996,   20377,   -3740,   -5020,    7284,   48886,     183,   24203,    4113,   -1376,   56612,   73037,   10492,   -5933,  100.0,    9.1,   41.3,    1.6,   52.5,    8.6,    6.2,    7.8,   23.3,    2.7,    6.6,    8.1,    0.1,   86.6,   91.9,   13.4,    8.1,    470,     30,     38,     18,    173,     52,     96,     64,     77,     50,     21,     14,      7,    352,    289,    10.3,    32.0,    16.4,    42.3,     9.0,    31.8,    14.9,    42.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240514,2024-05-14,13874A,CME ,00,138 , 2081097,  177385,  850102,   41166, 1107260,  188008,  139041,  159771,  452247,   58115,  116577,  168967,    3778, 1803093, 1901424,  278004,  179673,   50122,    9524,   33125,     381,   33041,  -23631,   -3025,   -2107,   30119,    1426,   12879,    7231,     191,   52310,   45817,   -2188,    4305,  100.0,    8.5,   40.8,    2.0,   53.2,    9.0,    6.7,    7.7,   21.7,    2.8,    5.6,    8.1,    0.2,   86.6,   91.4,   13.4,    8.6,    470,     29,     37,     20,    171,     54,     95,     68,     73,     53,     21,     16,      7,    356,    289,    10.5,    32.0,    16.2,    43.3,     9.2,    31.1,    14.7,    42.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240507,2024-05-07,13874A,CME ,00,138 , 2030975,  167861,  816977,   40785, 1074219,  211639,  142066,  161878,  422128,   56689,  103698,  161736,    3587, 1750783, 1855607,  280192,  175368,   24771,   21303,  -12773,    5813,    7468,  -30264,   -5979,    4067,   68427,   -2994,   -5245,    -433,    -774,   23659,   21023,    1112,    3748,  100.0,    8.3,   40.2,    2.0,   52.9,   10.4,    7.0,    8.0,   20.8,    2.8,    5.1,    8.0,    0.2,   86.2,   91.4,   13.8,    8.6,    458,     26,     39,     18,    165,     53,     93,     69,     72,     49,     18,     15,      8,    343,    283,    10.7,    31.5,    16.2,    42.2,     9.4,    30.5,    14.7,    41.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240430,2024-04-30,13874A,CME ,00,138 , 2006204,  146558,  829750,   34972, 1066751,  241903,  148045,  157811,  353701,   59683,  108943,  162169,    4361, 1727124, 1834584,  279080,  171620,  -61686,  -15551,  -29010,     187,  -19271,   -2396,   -1096,  -27336,  -37768,    8397,    2424,   -5373,    -121,  -52367,  -67180,   -9319,    5494,  100.0,    7.3,   41.4,    1.7,   53.2,   12.1,    7.4,    7.9,   17.6,    3.0,    5.4,    8.1,    0.2,   86.1,   91.4,   13.9,    8.6,    470,     23,     42,     19,    174,     51,     97,     69,     76,     61,     19,     13,      7,    353,    301,    11.0,    31.5,    16.5,    42.3,     9.7,    30.7,    15.0,    41.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240423,2024-04-23,13874A,CME ,00,138 , 2067890,  162109,  858760,   34785, 1086022,  244299,  149141,  185147,  391469,   51286,  106519,  167542,    4482, 1779491, 1901764,  288399,  166126,  -32632,   15771,  -13439,    2648,     582,   21883,   -6285,  -26820,  -21426,   -2389,  -13757,   -1198,   -4458,  -34708,  -24664,    2076,   -7968,  100.0,    7.8,   41.5,    1.7,   52.5,   11.8,    7.2,    9.0,   18.9,    2.5,    5.2,    8.1,    0.2,   86.1,   92.0,   13.9,    8.0,    473,     25,     41,     19,    171,     48,     97,     65,     76,     57,     23,     22,      9,    353,    302,    10.9,    30.8,    16.5,    41.6,     9.7,    30.0,    15.2,    40.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240416,2024-04-16,13874A,CME ,00,138 , 2100522,  146338,  872199,   32137, 1085440,  222416,  155426,  211967,  412895,   53675,  120276,  168740,    8940, 1814199, 1926428,  286323,  174094,    8585,  -14684,  -15686,    3332,  -56469,   25148,   12796,   59680,  -80365,   17919,  -17171,   49650,     -28,    5375,   12766,    3210,   -4181,  100.0,    7.0,   41.5,    1.5,   51.7,   10.6,    7.4,   10.1,   19.7,    2.6,    5.7,    8.0,    0.4,   86.4,   91.7,   13.6,    8.3,    472,     23,     43,     19,    170,     49,     95,     64,     77,     53,     22,     23,      7,    343,    303,    12.1,    30.5,    18.5,    40.4,    10.9,    30.0,    16.8,    39.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240409,2024-04-09,13874A,CME ,00,138 , 2091937,  161022,  887885,   28805, 1141909,  197268,  142630,  152287,  493260,   35756,  137447,  119090,    8968, 1808824, 1913662,  283113,  178275,    2715,  -26983,   38187,     185,    3780,   -6484,   -1593,    2163,  -25327,    -447,   16419,   -4893,    1778,   -4698,    1406,    7413,    1309,  100.0,    7.7,   42.4,    1.4,   54.6,    9.4,    6.8,    7.3,   23.6,    1.7,    6.6,    5.7,    0.4,   86.5,   91.5,   13.5,    8.5,    471,     26,     41,     17,    170,     48,     93,     62,     77,     48,     25,     20,      8,    335,    302,    11.2,    29.7,    17.7,    40.1,    10.0,    29.1,    16.4,    39.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240402,2024-04-02,13874A,CME ,00,138 , 2089222,  188005,  849698,   28620, 1138129,  203752,  144223,  150124,  518587,   36203,  121028,  123983,    7190, 1813522, 1912256,  275700,  176966,  -21626,  -23479,   42820,    5543,  -24555,   -6301,   -3386,   33199,  -54849,    4253,  -18203,  -10684,     256,  -26372,  -22348,    4746,     722,  100.0,    9.0,   40.7,    1.4,   54.5,    9.8,    6.9,    7.2,   24.8,    1.7,    5.8,    5.9,    0.3,   86.8,   91.5,   13.2,    8.5,    469,     26,     38,     16,    173,     48,     93,     63,     79,     49,     22,     19,      8,    341,    294,    11.2,    28.8,    17.7,    39.9,     9.9,    28.3,    16.3,    39.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240326,2024-03-26,13874A,CME ,00,138 , 2110848,  211484,  806878,   23077, 1162684,  210053,  147609,  116925,  573436,   31950,  139231,  134667,    6934, 1839894, 1934604,  270954,  176244,   16099,   15400,  -12289,    2378,   -2358,   -8161,   -5510,    3777,   27418,    2991,   -7704,   12789,   -1841,    7133,   17775,    8966,   -1676,  100.0,   10.0,   38.2,    1.1,   55.1,   10.0,    7.0,    5.5,   27.2,    1.5,    6.6,    6.4,    0.3,   87.2,   91.7,   12.8,    8.3,    479,     28,     39,     14,    174,     53,     93,     56,     85,     46,     21,     21,      8,    337,    303,    11.0,    26.4,    17.7,    37.3,     9.7,    26.0,    16.4,    36.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240319,2024-03-19,13874A,CME ,00,138 , 2094749,  196084,  819167,   20699, 1165042,  218214,  153119,  113148,  546018,   28959,  146935,  121878,    8775, 1832761, 1916829,  261988,  177920, -583590,  -88102,   39460, -148356,   20015,  -13016,  -66562,  -41392, -102522, -182859,   15586,  -31843,  -62208, -553878, -567906,  -29712,  -15684,  100.0,    9.4,   39.1,    1.0,   55.6,   10.4,    7.3,    5.4,   26.1,    1.4,    7.0,    5.8,    0.4,   87.5,   91.5,   12.5,    8.5,    474,     25,     39,     12,    172,     53,     95,     62,     81,     51,     23,     18,      8,    338,    302,    12.1,    26.7,    19.5,    37.3,    11.0,    26.4,    18.1,    36.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240312,2024-03-12,13874A,CME ,00,138 , 2678339,  284186,  779707,  169055, 1145027,  231230,  219681,  154540,  648540,  211818,  131349,  153721,   70983, 2386639, 2484735,  291700,  193604,  300642,   -5281,  -48908,   74445,  -11714,   -7345,   69969,  -28171,   58968,  100823,    8614,  -24935,   64850,  273535,  287867,   27107,   12775,  100.0,   10.6,   29.1,    6.3,   42.8,    8.6,    8.2,    5.8,   24.2,    7.9,    4.9,    5.7,    2.7,   89.1,   92.8,   10.9,    7.2,    496,     33,     40,     37,    168,     59,    101,     65,     84,     72,     24,     22,     15,    382,    339,    10.4,    22.7,    18.1,    33.4,     8.3,    19.7,    14.1,    27.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240305,2024-03-05,13874A,CME ,00,138 , 2377697,  289467,  828615,   94610, 1156741,  238575,  149712,  182711,  589572,  110995,  122735,  178656,    6133, 2113104, 2196868,  264593,  180829,   33357,   22233,  -13033,    7391,  -18005,    4071,   -4521,   15537,  -11847,   28798,  -20289,   21040,    1076,   32220,   32975,    1137,     382,  100.0,   12.2,   34.8,    4.0,   48.6,   10.0,    6.3,    7.7,   24.8,    4.7,    5.2,    7.5,    0.3,   88.9,   92.4,   11.1,    7.6,    509,     33,     37,     27,    173,     59,     96,     69,     91,     67,     24,     21,      9,    374,    334,    10.2,    24.5,    16.9,    35.2,     9.2,    23.6,    15.5,    31.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240227,2024-02-27,13874A,CME ,00,138 , 2344340,  267234,  841648,   87219, 1174746,  234504,  154233,  167174,  601419,   82197,  143024,  157616,    5057, 2080884, 2163893,  263456,  180447,   21387,  -28380,  -12315,   18872,   -3148,    1909,   -5557,   16792,   33773,    2877,   17347,  -12924,    1240,   20043,   27875,    1344,   -6488,  100.0,   11.4,   35.9,    3.7,   50.1,   10.0,    6.6,    7.1,   25.7,    3.5,    6.1,    6.7,    0.2,   88.8,   92.3,   11.2,    7.7,    505,     30,     37,     24,    176,     60,     96,     65,     90,     61,     22,     24,     10,    370,    326,    10.4,    25.2,    17.0,    35.1,     9.3,    24.0,    15.7,    31.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240220,2024-02-20,13874A,CME ,00,138 , 2322953,  295614,  853963,   68347, 1177894,  232595,  159790,  150382,  567646,   79320,  125677,  170540,    3817, 2060841, 2136018,  262112,  186935,  -16011,   -3081,  -16740,    8403,   -3665,  -11124,    2830,  -28214,    9583,   10077,   -5350,  -10118,   -4384,  -23384,  -11473,    7373,   -4538,  100.0,   12.7,   36.8,    2.9,   50.7,   10.0,    6.9,    6.5,   24.4,    3.4,    5.4,    7.3,    0.2,   88.7,   92.0,   11.3,    8.0,    500,     30,     37,     21,    172,     58,     98,     67,     92,     54,     22,     21,      9,    359,    323,    10.7,    25.6,    18.0,    35.3,     9.7,    24.5,    16.7,    32.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,13874A,CME ,00,138 , 2338964,  298695,  870703,   59944, 1181559,  243719,  156960,  178596,  558063,   69243,  131027,  180658,    8201, 2084225, 2147491,  254739,  191473,   41579,   10381,   12389,    4678,    2061,  -19761,    1755,   13759,  -17865,   23339,  -18015,   25565,    4681,   42639,   34781,   -1060,    6798,  100.0,   12.8,   37.2,    2.6,   50.5,   10.4,    6.7,    7.6,   23.9,    3.0,    5.6,    7.7,    0.4,   89.1,   91.8,   10.9,    8.2,    515,     31,     36,     20,    175,     60,     96,     76,     89,     58,     23,     24,      6,    375,    320,    10.4,    25.2,    18.0,    34.8,     9.4,    24.5,    16.7,    32.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,13874A,CME ,00,138 , 2297385,  288314,  858314,   55266, 1179498,  263480,  155205,  164837,  575928,   45904,  149042,  155093,    3520, 2041586, 2112710,  255799,  184675,  -11570,   27363,  -11709,    2105,  -30563,   22911,    -339,  -10976,  -29421,    1758,   10322,    1721,   -2092,   -2422,  -15066,   -9148,    3496,  100.0,   12.5,   37.4,    2.4,   51.3,   11.5,    6.8,    7.2,   25.1,    2.0,    6.5,    6.8,    0.2,   88.9,   92.0,   11.1,    8.0,    507,     32,     37,     21,    173,     65,    100,     74,     86,     57,     21,     18,      6,    372,    319,    10.7,    26.1,    17.3,    35.8,     9.5,    25.3,    16.0,    34.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,13874A,CME ,00,138 , 2308955,  260951,  870023,   53161, 1210061,  240569,  155544,  175813,  605349,   44146,  138720,  153372,    5612, 2044008, 2127776,  264947,  181179,   37643,   12578,   32323,    8625,   19453,  -37785,   -2125,   -2658,   34255,   -2871,    2850,    8860,    -637,   35215,   40645,    2428,   -3002,  100.0,   11.3,   37.7,    2.3,   52.4,   10.4,    6.7,    7.6,   26.2,    1.9,    6.0,    6.6,    0.2,   88.5,   92.2,   11.5,    7.8,    512,     30,     36,     17,    181,     59,     99,     80,     82,     57,     23,     20,      5,    372,    318,    10.4,    25.8,    16.5,    36.6,     9.3,    25.2,    15.5,    35.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,13874A,CME ,00,138 , 2271312,  248373,  837700,   44536, 1190608,  278354,  157669,  178471,  571094,   47017,  135870,  144512,    6249, 2008793, 2087131,  262519,  184181,   54255,   29529,  -17848,    7351,     980,   16029,  -14872,   26192,  120136,  -11518,   23630,  -26460,   -6091,   55201,   66727,    -946,  -12472,  100.0,   10.9,   36.9,    2.0,   52.4,   12.3,    6.9,    7.9,   25.1,    2.1,    6.0,    6.4,    0.3,   88.4,   91.9,   11.6,    8.1,    505,     29,     36,     19,    181,     61,    101,     79,     77,     56,     22,     19,      7,    368,    320,    10.8,    25.0,    16.8,    35.6,     9.7,    24.6,    15.7,    33.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
