"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250923,2025-09-23,13874A,CME ,00,138 , 2710966,  155495,  731035,  155345, 1151287,  241482,  120894,  102538,  545491,  593077,  119209,   81353,   21135, 2418979, 2489812,  291987,  221154, -606053,    1432,   27746, -219130,   -2342,  -22581,  -38689,  -13739,  -43690, -298577,    -733,   17039,    5369, -566410, -572514,  -39643,  -33539,  100.0,    5.7,   27.0,    5.7,   42.5,    8.9,    4.5,    3.8,   20.1,   21.9,    4.4,    3.0,    0.8,   89.2,   91.8,   10.8,    8.2,    497,     27,     34,     34,    166,     57,    105,     64,     89,    102,     31,     27,     31,    421,    348,    13.8,    20.4,    21.0,    31.9,     7.6,    16.2,    12.8,    23.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250916,2025-09-16,13874A,CME ,00,138 , 3317019,  154063,  703289,  374475, 1153629,  264063,  159584,  116277,  589181,  891654,  119941,   64314,   15766, 2985390, 3062326,  331629,  254693,  488776,   28350,  -15381,  154949,   10293,    1669,   20673,   -5204,   51678,  249602,   -1798,     488,   -3720,  453144,  459960,   35632,   28816,  100.0,    4.6,   21.2,   11.3,   34.8,    8.0,    4.8,    3.5,   17.8,   26.9,    3.6,    1.9,    0.5,   90.0,   92.3,   10.0,    7.7,    511,     24,     45,     51,    165,     57,    112,     66,     97,    123,     32,     21,     30,    450,    377,    13.2,    18.9,    21.2,    31.0,     6.2,    12.7,    10.8,    18.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250909,2025-09-09,13874A,CME ,00,138 , 2828243,  125714,  718669,  219526, 1143336,  262394,  138910,  121481,  537503,  642053,  121740,   63826,   19486, 2532245, 2602366,  295998,  225877,   26277,  -11132,   -6267,     267,   26867,   -4336,   -1191,   -9214,   34019,    9598,    5308,   -1010,   -2143,   18360,   28937,    7917,   -2660,  100.0,    4.4,   25.4,    7.8,   40.4,    9.3,    4.9,    4.3,   19.0,   22.7,    4.3,    2.3,    0.7,   89.5,   92.0,   10.5,    8.0,    506,     22,     43,     40,    170,     56,    109,     59,     98,    110,     33,     23,     29,    424,    370,    13.8,    20.3,    20.8,    31.5,     7.3,    15.4,    12.5,    21.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250902,2025-09-02,13874A,CME ,00,138 , 2801966,  136845,  724936,  219258, 1116470,  266730,  140101,  130695,  503484,  632455,  116432,   64836,   21629, 2513885, 2573429,  288081,  228537,    8251,   -8096,   13910,  -10155,  -12804,    3284,    2688,    4840,  -45881,   21417,    2469,    2859,   11252,   11611,    -625,   -3360,    8876,  100.0,    4.9,   25.9,    7.8,   39.8,    9.5,    5.0,    4.7,   18.0,   22.6,    4.2,    2.3,    0.8,   89.7,   91.8,   10.3,    8.2,    494,     21,     42,     38,    166,     59,    111,     57,     95,    110,     28,     24,     26,    417,    362,    14.1,    20.2,    21.2,    31.1,     7.2,    15.4,    12.3,    21.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250826,2025-08-26,13874A,CME ,00,138 , 2793715,  144941,  711026,  229413, 1129274,  263446,  137414,  125855,  549365,  611037,  113963,   61976,   10377, 2502274, 2574055,  291441,  219660,   74229,      99,  -34666,   60648,   -7935,  -10992,    2002,  -18924,   44170,   31083,    3646,  -12650,    1007,   71625,   80602,    2604,   -6373,  100.0,    5.2,   25.5,    8.2,   40.4,    9.4,    4.9,    4.5,   19.7,   21.9,    4.1,    2.2,    0.4,   89.6,   92.1,   10.4,    7.9,    494,     23,     38,     39,    166,     58,    108,     58,     98,    107,     30,     20,     25,    417,    356,    14.2,    20.9,    21.2,    32.0,     7.2,    15.6,    12.4,    21.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250819,2025-08-19,13874A,CME ,00,138 , 2719486,  144843,  745692,  168765, 1137209,  274439,  135412,  144779,  505194,  579955,  110317,   74626,    9370, 2430650, 2493453,  288836,  226033,  -28986,    5099,   16918,   -2870,   -9897,   12878,   -4702,   12704,  -18022,  -33401,     255,   -5074,   -2630,  -35442,  -36903,    6456,    7917,  100.0,    5.3,   27.4,    6.2,   41.8,   10.1,    5.0,    5.3,   18.6,   21.3,    4.1,    2.7,    0.3,   89.4,   91.7,   10.6,    8.3,    493,     24,     38,     36,    165,     59,    107,     62,     92,    101,     31,     20,     26,    414,    349,    14.7,    21.3,    22.0,    32.3,     7.9,    16.4,    13.4,    22.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250812,2025-08-12,13874A,CME ,00,138 , 2748472,  139744,  728774,  171635, 1147106,  261560,  140114,  132075,  523216,  613356,  110062,   79700,   12000, 2466092, 2530355,  282380,  218117,   76623,   13666,    2916,   10011,   50606,    4656,     881,  -23815,   51221,   25855,    5072,  -13044,    -476,   81800,   82020,   -5177,   -5397,  100.0,    5.1,   26.5,    6.2,   41.7,    9.5,    5.1,    4.8,   19.0,   22.3,    4.0,    2.9,    0.4,   89.7,   92.1,   10.3,    7.9,    498,     26,     38,     39,    162,     64,    109,     62,     92,    108,     27,     25,     27,    416,    365,    15.0,    21.7,    22.2,    33.1,     7.8,    16.4,    13.3,    22.5,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250805,2025-08-05,13874A,CME ,00,138 , 2671849,  126078,  725858,  161624, 1096500,  256904,  139233,  155890,  471995,  587501,  104990,   92744,   12475, 2384292, 2448335,  287557,  223514,   -4499,  -13273,     122,    4687,   -9995,   18468,    1199,    5621,  -42870,   22558,   -3720,   -7882,   -4977,    2101,   -8694,   -6600,    4195,  100.0,    4.7,   27.2,    6.0,   41.0,    9.6,    5.2,    5.8,   17.7,   22.0,    3.9,    3.5,    0.5,   89.2,   91.6,   10.8,    8.4,    493,     27,     35,     39,    163,     60,    104,     59,     93,    105,     32,     21,     30,    417,    354,    14.8,    21.0,    22.1,    32.1,     7.4,    16.2,    12.7,    22.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250729,2025-07-29,13874A,CME ,00,138 , 2676348,  139351,  725737,  156937, 1106496,  238436,  138035,  150269,  514865,  564943,  108710,  100626,   17452, 2382191, 2457030,  294157,  219318,   64765,  -26781,   -9480,   11725,   16091,   -2122,    8791,    9068,   41235,   54940,    5400,  -10010,  -24119,   55115,   70961,    9650,   -6196,  100.0,    5.2,   27.1,    5.9,   41.3,    8.9,    5.2,    5.6,   19.2,   21.1,    4.1,    3.8,    0.7,   89.0,   91.8,   11.0,    8.2,    498,     25,     38,     39,    166,     59,    105,     67,     86,    104,     30,     25,     28,    419,    355,    14.3,    20.8,    21.5,    31.8,     7.3,    15.7,    12.4,    22.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250722,2025-07-22,13874A,CME ,00,138 , 2611583,  166132,  735216,  145212, 1090405,  240557,  129243,  141201,  473630,  510003,  103310,  110636,   41572, 2327076, 2386069,  284507,  225514,  -88110,   15584,    5610,   -9392,   -1625,    8946,   -5992,  -12549,  -10227,  -55635,   -6607,   -9774,   -8724,  -84941,  -85188,   -3169,   -2922,  100.0,    6.4,   28.2,    5.6,   41.8,    9.2,    4.9,    5.4,   18.1,   19.5,    4.0,    4.2,    1.6,   89.1,   91.4,   10.9,    8.6,    483,     25,     35,     33,    159,     59,     99,     65,     81,    101,     29,     28,     31,    404,    343,    13.5,    20.2,    20.8,    31.1,     7.4,    16.3,    12.9,    23.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250715,2025-07-15,13874A,CME ,00,138 , 2699693,  150548,  729607,  154604, 1092030,  231611,  135235,  153750,  483857,  565638,  109917,  120411,   50295, 2412018, 2471257,  287675,  228436,  106858,   27327,    3974,    6019,  -10758,   -8679,    5957,   13708,    3126,   37227,      50,   21718,   24599,  104128,   93939,    2730,   12919,  100.0,    5.6,   27.0,    5.7,   40.5,    8.6,    5.0,    5.7,   17.9,   21.0,    4.1,    4.5,    1.9,   89.3,   91.5,   10.7,    8.5,    489,     26,     35,     35,    161,     59,     99,     68,     79,     99,     35,     25,     32,    410,    344,    13.8,    19.6,    21.0,    31.1,     7.0,    15.4,    12.3,    22.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250708,2025-07-08,13874A,CME ,00,138 , 2592835,  123221,  725633,  148585, 1102788,  240290,  129279,  140042,  480731,  528411,  109867,   98693,   25697, 2307889, 2377318,  284946,  215517,   16292,   -1254,  -28597,    7706,    3980,  -16056,    5067,     938,   39609,    9798,   -8265,   -7361,    2310,   20280,   12476,   -3988,    3816,  100.0,    4.8,   28.0,    5.7,   42.5,    9.3,    5.0,    5.4,   18.5,   20.4,    4.2,    3.8,    1.0,   89.0,   91.7,   11.0,    8.3,    492,     24,     38,     35,    157,     60,     94,     70,     87,    104,     33,     22,     29,    410,    344,    13.6,    20.4,    21.1,    31.9,     7.3,    16.2,    12.6,    23.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250701,2025-07-01,13874A,CME ,00,138 , 2576543,  124475,  754230,  140879, 1098808,  256346,  124212,  139105,  441121,  518613,  118132,  106054,   23387, 2287609, 2364842,  288934,  211701,   27249,  -17148,   12886,    9187,   36498,   33046,   -8147,    1670,   35325,  -11785,   12364,  -28199,    -650,   21991,   41663,    5258,  -14414,  100.0,    4.8,   29.3,    5.5,   42.6,    9.9,    4.8,    5.4,   17.1,   20.1,    4.6,    4.1,    0.9,   88.8,   91.8,   11.2,    8.2,    482,     24,     36,     35,    157,     61,     97,     66,     80,    100,     30,     26,     28,    400,    342,    13.5,    20.2,    21.1,    31.5,     7.3,    16.6,    12.7,    24.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250624,2025-06-24,13874A,CME ,00,138 , 2549294,  141623,  741345,  131691, 1062310,  223301,  132359,  137434,  405796,  530398,  105767,  134253,   24036, 2265618, 2323179,  283676,  226115, -783237,  -75219,  -38355, -308916,  -18236,  -16819,  -15814,  -11520,  -60459, -263135,  -10721,    6902,  -54193, -757754, -750788,  -25483,  -32449,  100.0,    5.6,   29.1,    5.2,   41.7,    8.8,    5.2,    5.4,   15.9,   20.8,    4.1,    5.3,    0.9,   88.9,   91.1,   11.1,    8.9,    477,     21,     36,     34,    155,     57,     94,     66,     83,    106,     29,     28,     30,    397,    344,    13.5,    20.7,    21.4,    32.1,     7.7,    16.1,    13.4,    23.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250617,2025-06-17,13874A,CME ,00,138 , 3332531,  216841,  779699,  440608, 1080546,  240120,  148172,  148954,  466255,  793532,  116488,  127351,   78229, 3023372, 3073967,  309159,  258564,  310182,   23544,   -8913,   92555,   -3225,  -21273,   11559,    -954,   -1291,  121845,    3288,   39674,   45253,  293866,  279410,   16316,   30772,  100.0,    6.5,   23.4,   13.2,   32.4,    7.2,    4.4,    4.5,   14.0,   23.8,    3.5,    3.8,    2.3,   90.7,   92.2,    9.3,    7.8,    508,     27,     41,     56,    159,     57,    105,     66,     96,    122,     31,     27,     37,    448,    380,    14.8,    20.5,    22.5,    31.9,     6.0,    12.2,    10.9,    18.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250610,2025-06-10,13874A,CME ,00,138 , 3022349,  193297,  788612,  348052, 1083771,  261393,  136613,  149909,  467546,  671687,  113201,   87677,   32976, 2729506, 2794557,  292843,  227792,  136012,   17483,  -68219,  122822,    3756,   -6767,    3611,   -8510,   22945,   48211,  -57543,   15288,    1675,  131507,  139566,    4505,   -3554,  100.0,    6.4,   26.1,   11.5,   35.9,    8.6,    4.5,    5.0,   15.5,   22.2,    3.7,    2.9,    1.1,   90.3,   92.5,    9.7,    7.5,    490,     26,     41,     44,    157,     59,    103,     69,     84,    108,     30,     22,     30,    419,    356,    14.7,    21.0,    22.9,    32.9,     6.5,    13.5,    11.6,    20.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250603,2025-06-03,13874A,CME ,00,138 , 2886337,  175814,  856832,  225230, 1080014,  268160,  133002,  158418,  444601,  623477,  170743,   72389,   31301, 2597999, 2654991,  288338,  231346,   -9609,   13427,   -9970,    7161,  -35922,    4035,   -4969,    -293,   26220,  -15425,   20641,   -6439,   -4354,  -19733,   -3741,   10124,   -5868,  100.0,    6.1,   29.7,    7.8,   37.4,    9.3,    4.6,    5.5,   15.4,   21.6,    5.9,    2.5,    1.1,   90.0,   92.0,   10.0,    8.0,    481,     26,     39,     40,    160,     58,    101,     65,     82,    107,     28,     20,     26,    407,    348,    13.6,    21.5,    21.3,    32.4,     6.8,    14.9,    12.1,    22.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250527,2025-05-27,13874A,CME ,00,138 , 2895946,  162387,  866802,  218070, 1115936,  264125,  137970,  158711,  418381,  638901,  150103,   78827,   35654, 2617732, 2658731,  278214,  237215,   -3970,  -20796,   18488,    5630,   -2664,   15713,    6664,   15850,  -24634,    3088,   -4219,  -20385,   -1140,    2412,    3424,   -6382,   -7394,  100.0,    5.6,   29.9,    7.5,   38.5,    9.1,    4.8,    5.5,   14.4,   22.1,    5.2,    2.7,    1.2,   90.4,   91.8,    9.6,    8.2,    486,     24,     41,     41,    159,     54,    102,     65,     89,    108,     30,     21,     28,    411,    354,    14.1,    21.3,    21.8,    32.3,     7.1,    15.0,    12.4,    22.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250520,2025-05-20,13874A,CME ,00,138 , 2899916,  183183,  848314,  212439, 1118600,  248412,  131307,  142862,  443015,  635814,  154322,   99212,   36794, 2615320, 2655307,  284596,  244609, -117088,   -7412,   -2483,    5120,    8942,   -6535,   -8786,  -13050,   -2581,  -89280,     164,  -16208,   -2257, -106558, -123009,  -10530,    5921,  100.0,    6.3,   29.3,    7.3,   38.6,    8.6,    4.5,    4.9,   15.3,   21.9,    5.3,    3.4,    1.3,   90.2,   91.6,    9.8,    8.4,    487,     24,     39,     41,    157,     56,     99,     61,     93,    107,     34,     20,     27,    409,    352,    14.2,    22.4,    22.1,    33.1,     7.5,    15.1,    13.1,    22.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250513,2025-05-13,13874A,CME ,00,138 , 3017004,  190595,  850797,  207319, 1109658,  254946,  140092,  155912,  445596,  725094,  154158,  115421,   39051, 2721879, 2778316,  295125,  238688,   40101,    3020,  -20564,   -9625,   14459,  -29650,   -6814,   -5204,   30657,   37207,  -14483,   43735,    6998,   25558,   51945,   14543,  -11844,  100.0,    6.3,   28.2,    6.9,   36.8,    8.5,    4.6,    5.2,   14.8,   24.0,    5.1,    3.8,    1.3,   90.2,   92.1,    9.8,    7.9,    489,     24,     42,     40,    156,     57,     98,     67,     88,    109,     32,     21,     27,    409,    354,    15.3,    22.5,    23.1,    33.3,     7.2,    14.0,    13.0,    21.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250506,2025-05-06,13874A,CME ,00,138 , 2976903,  187575,  871360,  216944, 1095200,  284596,  146906,  161115,  414939,  687886,  168641,   71686,   32053, 2696320, 2726371,  280583,  250532,  -64651,   17604,  -43230,   21478,   -8357,    4530,  -20068,    5855,   10305,  -23608,  -42967,   -4878,   -9605,  -59668,  -65076,   -4983,     425,  100.0,    6.3,   29.3,    7.3,   36.8,    9.6,    4.9,    5.4,   13.9,   23.1,    5.7,    2.4,    1.1,   90.6,   91.6,    9.4,    8.4,    505,     27,     39,     36,    163,     60,    110,     67,     99,    110,     30,     19,     24,    416,    369,    15.3,    22.9,    23.0,    33.0,     7.1,    14.0,    12.9,    21.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250429,2025-04-29,13874A,CME ,00,138 , 3041554,  169970,  914591,  195465, 1103557,  280066,  166975,  155260,  404634,  711494,  211609,   76564,   41658, 2755988, 2791447,  285566,  250107, -155665,  -15937,  -36893,    -914,   -6447,  -24929,   -7377,  -12546,  -22204,  -70294,  -39021,    7498,   -3206, -155744, -158321,      79,    2656,  100.0,    5.6,   30.1,    6.4,   36.3,    9.2,    5.5,    5.1,   13.3,   23.4,    7.0,    2.5,    1.4,   90.6,   91.8,    9.4,    8.2,    499,     27,     38,     40,    158,     65,    107,     61,     95,    102,     30,     25,     25,    409,    364,    15.8,    22.6,    23.5,    32.9,     7.3,    14.8,    12.9,    22.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250422,2025-04-22,13874A,CME ,00,138 , 3197219,  185907,  951484,  196380, 1110004,  304995,  174352,  167807,  426838,  781788,  250630,   69067,   44864, 2911732, 2949768,  285487,  247451,  -24352,     522,   23208,  -19862,   31031,   28472,   -9833,   12168,   33241,  -62778,   22124,   -6442,   -1448,  -28075,  -15442,    3723,   -8910,  100.0,    5.8,   29.8,    6.1,   34.7,    9.5,    5.5,    5.2,   13.4,   24.5,    7.8,    2.2,    1.4,   91.1,   92.3,    8.9,    7.7,    496,     27,     38,     34,    158,     66,    108,     68,     86,    100,     30,     23,     25,    403,    360,    16.2,    22.4,    24.1,    32.6,     7.1,    14.6,    13.1,    21.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250415,2025-04-15,13874A,CME ,00,138 , 3221571,  185385,  928276,  216242, 1078973,  276524,  184185,  155639,  393598,  844566,  228506,   75508,   46312, 2939807, 2965209,  281764,  256362, -643118,   15847,  -34517,  -54995,    3230,    1764,  -21298,  -45583,  -89680, -380161,  -74660,   -1152,  -37752, -595372, -617791,  -47746,  -25327,  100.0,    5.8,   28.8,    6.7,   33.5,    8.6,    5.7,    4.8,   12.2,   26.2,    7.1,    2.3,    1.4,   91.3,   92.0,    8.7,    8.0,    487,     28,     38,     35,    156,     63,    109,     60,     86,     94,     31,     23,     24,    396,    353,    16.9,    22.2,    25.0,    32.5,     6.9,    13.6,    12.5,    19.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250408,2025-04-08,13874A,CME ,00,138 , 3864689,  169538,  962793,  271237, 1075743,  274759,  205484,  201222,  483278, 1224726,  303166,   76660,   84064, 3535179, 3583000,  329510,  281689, 1028783,   29030,  -15675,  102978,   -7681,   68003,   59443,   27982,   46903,  651582,   73767,     447,   58146,  995245,  971826,   33538,   56957,  100.0,    4.4,   24.9,    7.0,   27.8,    7.1,    5.3,    5.2,   12.5,   31.7,    7.8,    2.0,    2.2,   91.5,   92.7,    8.5,    7.3,    506,     30,     36,     36,    156,     64,    105,     66,     96,    106,     35,     21,     23,    409,    367,    19.7,    21.9,    29.4,    34.0,     5.7,    12.3,    10.7,    18.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250401,2025-04-01,13874A,CME ,00,138 , 2835906,  140508,  978467,  168259, 1083424,  206756,  146041,  173240,  436375,  573145,  229399,   76213,   25918, 2539934, 2611174,  295972,  224732,   90195,    3934,   -8525,   14102,  -31813,    5315,   15876,   12928,   40188,   20833,   44918,  -17852,    4105,   84883,   74041,    5312,   16154,  100.0,    5.0,   34.5,    5.9,   38.2,    7.3,    5.1,    6.1,   15.4,   20.2,    8.1,    2.7,    0.9,   89.6,   92.1,   10.4,    7.9,    495,     28,     37,     37,    157,     55,    107,     73,     83,    104,     45,     16,     31,    418,    356,    13.0,    22.9,    20.5,    33.9,     7.3,    17.7,    13.2,    25.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250325,2025-03-25,13874A,CME ,00,138 , 2745711,  136574,  986992,  154158, 1115237,  201441,  130165,  160312,  396187,  552311,  184481,   94066,   21813, 2455051, 2537133,  290660,  208578, -732590,   -5226,  -59169, -230191,   46786,  -36645,  -44944,  -63020,  -25855, -313729,  -36316,   21563,  -27924, -674565, -716895,  -58025,  -15695,  100.0,    5.0,   35.9,    5.6,   40.6,    7.3,    4.7,    5.8,   14.4,   20.1,    6.7,    3.4,    0.8,   89.4,   92.4,   10.6,    7.6,    504,     30,     36,     32,    163,     50,    106,     79,     75,    100,     49,     20,     34,    424,    352,    13.7,    22.4,    21.6,    34.2,     8.2,    18.4,    14.2,    26.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,13874A,CME ,00,138 , 3478301,  141800, 1046162,  384349, 1068450,  238086,  175109,  223332,  422042,  866041,  220797,   72503,   49736, 3129615, 3254028,  348686,  224273,  140128,  -12233,  -30771,  176749,  -23670,  -14242,   27986,   -8270,  -15492,  -16653,   -3353,   -5227,   15520,  156077,  137870,  -15949,    2258,  100.0,    4.1,   30.1,   11.0,   30.7,    6.8,    5.0,    6.4,   12.1,   24.9,    6.3,    2.1,    1.4,   90.0,   93.6,   10.0,    6.4,    510,     29,     38,     48,    162,     53,    111,     83,     78,    120,     55,      9,     31,    450,    370,    16.1,    21.7,    23.2,    32.7,     6.3,    16.4,    10.8,    23.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,13874A,CME ,00,138 , 3338173,  154034, 1076933,  207600, 1092120,  252327,  147123,  231602,  437535,  882694,  224150,   77730,   34216, 2973538, 3116158,  364635,  222015,  266319,   -1641,   62801,   46629,  -18641,   41629,   30357,   43155,  -42706,  112515,   20943,   -7516,   10659,  243976,  254368,   22343,   11951,  100.0,    4.6,   32.3,    6.2,   32.7,    7.6,    4.4,    6.9,   13.1,   26.4,    6.7,    2.3,    1.0,   89.1,   93.3,   10.9,    6.7,    522,     28,     41,     44,    162,     52,    105,     81,     81,    114,     56,     19,     39,    445,    379,    18.8,    23.7,    26.7,    35.4,     6.9,    17.3,    11.7,    25.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,13874A,CME ,00,138 , 3071854,  155674, 1014132,  160970, 1110762,  210698,  116766,  188447,  480241,  770179,  203207,   85246,   23557, 2729562, 2861790,  342292,  210064,  192617,    1595,   74666,   17630,  -11294,    -821,    7787,   62866,   17038,   88105,   12283,  -28187,    7988,  186961,  184207,    5656,    8410,  100.0,    5.1,   33.0,    5.2,   36.2,    6.9,    3.8,    6.1,   15.6,   25.1,    6.6,    2.8,    0.8,   88.9,   93.2,   11.1,    6.8,    499,     25,     40,     44,    161,     51,    103,     73,     76,     97,     51,     20,     36,    420,    359,    17.7,    24.3,    25.9,    35.6,     7.5,    18.3,    12.6,    26.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
