"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",160126,2016-01-26,089741,CME ,00,089 ,   30220,   19051,   21986,    1207,    4288,       0,       0,    3040,    3262,     592,     826,    2212,     235,   29239,   29494,     981,     726,     882,     -94,    1000,       0,      14,    -113,       0,     612,     -26,       0,     140,    -102,       0,     672,     759,     210,     123,  100.0,   63.0,   72.8,    4.0,   14.2,    0.0,    0.0,   10.1,   10.8,    2.0,    2.7,    7.3,    0.8,   96.8,   97.6,    3.2,    2.4,     28,.,      6,.,.,      0,      0,      6,      6,.,      4,.,.,     20,     13,    79.3,    76.0,    87.6,    89.3,    79.3,    73.1,    85.9,    86.0,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","FutOnly"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",160119,2016-01-19,089741,CME ,00,089 ,   29338,   19145,   20986,    1207,    4274,     113,       0,    2428,    3288,     592,     686,    2314,     235,   28567,   28735,     771,     603,    -121,    -647,     400,       0,     250,       0,       0,     292,    -455,       0,       0,     -45,       0,    -105,    -100,     -16,     -21,  100.0,   65.3,   71.5,    4.1,   14.6,    0.4,    0.0,    8.3,   11.2,    2.0,    2.3,    7.9,    0.8,   97.4,   97.9,    2.6,    2.1,     27,.,      6,.,.,.,      0,      5,      5,.,.,.,.,     18,     14,    81.7,    75.7,    90.2,    91.1,    81.7,    72.7,    88.0,    87.1,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","FutOnly"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",160112,2016-01-12,089741,CME ,00,089 ,   29459,   19792,   20586,    1207,    4024,     113,       0,    2136,    3743,     592,     686,    2359,     235,   28672,   28835,     787,     624,      13,    -171,    -390,       0,     350,       0,       0,     -83,     212,       0,      30,     147,       0,     126,     -31,    -113,      44,  100.0,   67.2,   69.9,    4.1,   13.7,    0.4,    0.0,    7.3,   12.7,    2.0,    2.3,    8.0,    0.8,   97.3,   97.9,    2.7,    2.1,     26,.,      6,.,.,.,      0,      4,      5,.,.,.,.,     17,     14,    82.1,    76.6,    90.6,    91.7,    82.1,    73.7,    88.4,    87.1,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","FutOnly"
"RUSSIAN RUBLE - CHICAGO MERCANTILE EXCHANGE",160105,2016-01-05,089741,CME ,00,089 ,   29446,   19963,   20976,    1207,    3674,     113,       0,    2219,    3531,     592,     656,    2212,     235,   28546,   28866,     900,     580,     215,     -45,     390,       0,      55,       0,       0,      12,    -104,       0,      16,    -123,       0,      38,     163,     177,      52,  100.0,   67.8,   71.2,    4.1,   12.5,    0.4,    0.0,    7.5,   12.0,    2.0,    2.2,    7.5,    0.8,   96.9,   98.0,    3.1,    2.0,     26,.,      7,.,.,.,      0,      5,      4,.,.,.,.,     18,     13,    81.0,    80.2,    89.5,    92.9,    81.0,    77.2,    87.3,    87.6,"(CONTRACTS OF RUB 2,500,000)","089741","CME ","089 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161227,2016-12-27,095741,CME ,00,095 ,  143192,   63567,   37844,       0,   53054,    6926,      96,   16936,   83509,    1601,    2269,    6281,       0,  137523,  136257,    5669,    6935,    4026,       0,   13992,       0,    1444,     507,      -4,    1877,  -10854,     336,      49,     217,       0,    3702,    4194,     324,    -168,  100.0,   44.4,   26.4,    0.0,   37.1,    4.8,    0.1,   11.8,   58.3,    1.1,    1.6,    4.4,    0.0,   96.0,   95.2,    4.0,    4.8,    125,      4,      7,      0,     12,     11,      4,     20,     49,     10,     10,     12,      0,     56,     83,    67.5,    33.1,    80.6,    50.3,    67.5,    33.1,    80.6,    50.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161220,2016-12-20,095741,CME ,00,095 ,  139166,   63567,   23852,       0,   51610,    6419,     100,   15059,   94363,    1265,    2220,    6064,       0,  133821,  132063,    5345,    7103,  -16552,    4054,  -19373,   -4408,    1777,     875,    -711,   -1575,   21009,  -14712,     -59,     704,     -15,  -15649,  -16631,    -903,      79,  100.0,   45.7,   17.1,    0.0,   37.1,    4.6,    0.1,   10.8,   67.8,    0.9,    1.6,    4.4,    0.0,   96.2,   94.9,    3.8,    5.1,    119,      4,      5,      0,     13,      9,      4,     19,     47,     10,     10,     12,      0,     55,     78,    67.9,    36.5,    81.1,    54.1,    67.9,    36.5,    81.1,    54.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161213,2016-12-13,095741,CME ,00,095 ,  155718,   59513,   43225,    4408,   49833,    5544,     811,   16634,   73354,   15977,    2279,    5360,      15,  149470,  148694,    6248,    7024,    4078,     208,   -1937,     210,    3916,    -389,    -149,    -141,    6787,     358,     -40,    -548,       0,    4362,    4332,    -284,    -254,  100.0,   38.2,   27.8,    2.8,   32.0,    3.6,    0.5,   10.7,   47.1,   10.3,    1.5,    3.4,    0.0,   96.0,   95.5,    4.0,    4.5,    129,      6,      8,.,     13,      8,      4,     24,     48,     14,     10,      9,.,     68,     82,    50.3,    34.2,    68.8,    49.0,    50.3,    34.2,    68.0,    46.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161206,2016-12-06,095741,CME ,00,095 ,  151640,   59305,   45162,    4198,   45917,    5933,     960,   16775,   66567,   15619,    2319,    5908,      15,  145108,  144362,    6532,    7278,   -3761,    2567,     688,   -2202,   -4120,    -552,     801,      21,    -789,   -1078,      68,    -572,       0,   -3943,   -3704,     182,     -57,  100.0,   39.1,   29.8,    2.8,   30.3,    3.9,    0.6,   11.1,   43.9,   10.3,    1.5,    3.9,    0.0,   95.7,   95.2,    4.3,    4.8,    135,      6,      8,.,     11,      9,      4,     21,     53,     14,     11,     13,.,     64,     92,    50.4,    33.8,    68.8,    47.7,    50.4,    33.7,    67.9,    45.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161129,2016-11-29,095741,CME ,00,095 ,  155401,   56738,   44474,    6400,   50037,    6485,     159,   16754,   67356,   16697,    2251,    6480,      15,  149051,  148066,    6350,    7335,     425,     747,   -7794,    6399,   -3013,     195,      -3,     129,    4688,   -3955,       0,     363,      -5,     299,    -112,     126,     537,  100.0,   36.5,   28.6,    4.1,   32.2,    4.2,    0.1,   10.8,   43.3,   10.7,    1.4,    4.2,    0.0,   95.9,   95.3,    4.1,    4.7,    138,      6,      8,.,     11,      9,      4,     19,     54,     15,     12,     16,.,     63,     98,    48.7,    31.8,    66.3,    46.0,    46.8,    31.7,    64.2,    43.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161122,2016-11-22,095741,CME ,00,095 ,  154976,   55991,   52268,       1,   53050,    6290,     162,   16625,   62668,   20652,    2251,    6117,      20,  148752,  148178,    6224,    6798,    1205,     218,    2524,    -149,    3973,     -54,       0,   -1468,   -1022,    -653,    -209,     228,       0,    1712,     874,    -507,     331,  100.0,   36.1,   33.7,    0.0,   34.2,    4.1,    0.1,   10.7,   40.4,   13.3,    1.5,    3.9,    0.0,   96.0,   95.6,    4.0,    4.4,    135,      5,     10,.,     11,      8,.,     18,     54,     13,     12,     14,.,     60,     93,    49.7,    32.5,    68.8,    48.8,    49.7,    31.6,    66.1,    43.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161115,2016-11-15,095741,CME ,00,095 ,  153771,   55773,   49744,     150,   49077,    6344,     162,   18093,   63690,   21305,    2460,    5889,      20,  147040,  147304,    6731,    6467,    4905,   -1798,    2534,     150,    4544,     -33,      94,    1823,    1182,    1051,   -1816,    -513,    -140,    3908,    4325,     997,     580,  100.0,   36.3,   32.3,    0.1,   31.9,    4.1,    0.1,   11.8,   41.4,   13.9,    1.6,    3.8,    0.0,   95.6,   95.8,    4.4,    4.2,    141,      5,      9,.,     11,      8,.,     23,     57,     18,     13,     12,.,     68,     96,    48.5,    31.9,    67.8,    47.7,    48.5,    30.6,    64.0,    42.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161108,2016-11-08,095741,CME ,00,095 ,  148866,   57571,   47210,       0,   44533,    6377,      68,   16270,   62508,   20254,    4276,    6402,     160,  143132,  142979,    5734,    5887,   -8182,    2632,     564,      -8,    -874,    2033,    -713,   -9539,   -8473,     316,     -49,   -1324,     160,   -8075,   -7445,    -107,    -737,  100.0,   38.7,   31.7,    0.0,   29.9,    4.3,    0.0,   10.9,   42.0,   13.6,    2.9,    4.3,    0.1,   96.1,   96.0,    3.9,    4.0,    138,      7,      8,      0,     13,      8,.,     30,     46,     15,     12,     11,.,     75,     81,    47.8,    42.9,    66.5,    57.0,    47.8,    40.2,    62.8,    50.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161101,2016-11-01,095741,CME ,00,095 ,  157048,   54939,   46646,       8,   45407,    4344,     781,   25809,   70981,   19938,    4325,    7726,       0,  151207,  150424,    5841,    6624,   17493,   -5590,   17959,       3,   20153,    -212,    -432,    4138,   -1420,     158,    -378,     581,       0,   18052,   16637,    -559,     856,  100.0,   35.0,   29.7,    0.0,   28.9,    2.8,    0.5,   16.4,   45.2,   12.7,    2.8,    4.9,    0.0,   96.3,   95.8,    3.7,    4.2,    144,      5,      9,.,     14,      6,.,     30,     53,     14,     12,     14,      0,     70,     91,    45.5,    40.3,    64.8,    55.4,    45.5,    38.7,    63.3,    51.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161025,2016-10-25,095741,CME ,00,095 ,  139555,   60529,   28687,       5,   25254,    4556,    1213,   21671,   72401,   19780,    4703,    7145,       0,  133155,  133787,    6400,    5768,    9826,  -13708,    2392,       4,     -65,    -100,    -135,    3002,  -10687,   18168,    2396,    1128,    -500,    9162,   10270,     664,    -444,  100.0,   43.4,   20.6,    0.0,   18.1,    3.3,    0.9,   15.5,   51.9,   14.2,    3.4,    5.1,    0.0,   95.4,   95.9,    4.6,    4.1,    142,      5,      9,.,     15,      8,.,     31,     46,     12,     13,     13,      0,     74,     84,    48.9,    39.5,    66.0,    53.6,    48.9,    35.3,    62.7,    47.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161018,2016-10-18,095741,CME ,00,095 ,  129729,   74237,   26295,       1,   25319,    4656,    1348,   18669,   83088,    1612,    2307,    6017,     500,  123993,  123517,    5736,    6212,   -6248,     -39,     429,       0,   -2889,    -144,       0,   -4670,   -7148,     -61,    -306,     208,     500,   -7465,   -6216,    1217,     -32,  100.0,   57.2,   20.3,    0.0,   19.5,    3.6,    1.0,   14.4,   64.0,    1.2,    1.8,    4.6,    0.4,   95.6,   95.2,    4.4,    4.8,    142,      8,      8,.,     13,      9,.,     30,     51,      9,     11,     11,.,     70,     86,    55.9,    40.1,    74.2,    54.5,    55.9,    39.9,    74.2,    54.3,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161011,2016-10-11,095741,CME ,00,095 ,  135977,   74276,   25866,       1,   28208,    4800,    1348,   23339,   90236,    1673,    2613,    5809,       0,  131458,  129733,    4519,    6244,  -21533,   10793,     638,       1,  -40559,     -50,      -6,    8411,  -21239,     499,    -359,     171,       0,  -21220,  -19986,    -313,   -1547,  100.0,   54.6,   19.0,    0.0,   20.7,    3.5,    1.0,   17.2,   66.4,    1.2,    1.9,    4.3,    0.0,   96.7,   95.4,    3.3,    4.6,    146,      8,      6,.,     13,      9,.,     30,     55,     11,     14,     11,      0,     73,     88,    53.8,    40.7,    73.0,    55.5,    53.8,    40.6,    73.0,    55.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",161004,2016-10-04,095741,CME ,00,095 ,  157510,   63483,   25228,       0,   68767,    4850,    1354,   14928,  111475,    1174,    2972,    5638,       0,  152678,  149719,    4832,    7791,   -2733,    4117,     193,      -1,    -302,    -504,     135,   -5160,   -2303,     174,    -868,     164,    -396,   -2301,   -2538,    -432,    -195,  100.0,   40.3,   16.0,    0.0,   43.7,    3.1,    0.9,    9.5,   70.8,    0.7,    1.9,    3.6,    0.0,   96.9,   95.1,    3.1,    4.9,    150,      8,      5,      0,     12,      9,      4,     24,     65,      8,     13,     14,      0,     63,     99,    62.3,    40.6,    79.5,    54.4,    62.3,    40.6,    79.5,    54.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160927,2016-09-27,095741,CME ,00,095 ,  160243,   59366,   25035,       1,   69069,    5354,    1219,   20088,  113778,    1000,    3840,    5474,     396,  154979,  152257,    5264,    7986,    6965,    6340,    2601,       0,   -1893,    -198,     444,       1,    3379,     134,     592,      35,     396,    6014,    6791,     951,     174,  100.0,   37.0,   15.6,    0.0,   43.1,    3.3,    0.8,   12.5,   71.0,    0.6,    2.4,    3.4,    0.2,   96.7,   95.0,    3.3,    5.0,    157,      9,      4,.,     11,      9,.,     25,     67,      7,     16,     15,.,     68,    101,    61.2,    42.6,    76.1,    55.7,    61.2,    42.6,    76.1,    55.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160920,2016-09-20,095741,CME ,00,095 ,  153278,   53026,   22434,       1,   70962,    5552,     775,   20087,  110399,     866,    3248,    5439,       0,  148965,  145466,    4313,    7812,  -15451,   19863,  -17648,  -20365,     670,    1153,       0,     427,   36617,  -17113,     352,     916,    -116,  -16282,  -16556,     831,    1105,  100.0,   34.6,   14.6,    0.0,   46.3,    3.6,    0.5,   13.1,   72.0,    0.6,    2.1,    3.5,    0.0,   97.2,   94.9,    2.8,    5.1,    150,      7,      5,.,      9,     11,.,     27,     67,      6,     10,     14,      0,     60,    100,    63.9,    42.3,    77.8,    55.5,    63.9,    42.2,    77.8,    55.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160913,2016-09-13,095741,CME ,00,095 ,  168729,   33163,   40082,   20366,   70292,    4399,     775,   19660,   73782,   17979,    2896,    4523,     116,  165247,  162022,    3482,    6707,    6299,     913,   -5554,    6646,    1868,    -814,     138,    3066,   11617,   -5986,     791,    -956,     -35,    7401,    5056,   -1102,    1243,  100.0,   19.7,   23.8,   12.1,   41.7,    2.6,    0.5,   11.7,   43.7,   10.7,    1.7,    2.7,    0.1,   97.9,   96.0,    2.1,    4.0,    139,      6,      9,      5,      9,      8,.,     22,     62,     18,     11,      9,.,     66,    101,    59.1,    37.6,    72.2,    52.1,    54.7,    30.8,    63.0,    43.2,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160906,2016-09-06,095741,CME ,00,095 ,  162430,   32250,   45636,   13720,   68424,    5213,     637,   16594,   62165,   23965,    2105,    5479,     151,  157846,  156966,    4584,    5464,   48329,   -2682,    7700,   11407,   36640,     -58,       0,   -2627,   22910,    6055,    -592,     527,     151,   48352,   48692,     -23,    -363,  100.0,   19.9,   28.1,    8.4,   42.1,    3.2,    0.4,   10.2,   38.3,   14.8,    1.3,    3.4,    0.1,   97.2,   96.6,    2.8,    3.4,    131,      5,     10,      6,     11,     10,.,     24,     50,     17,      8,      9,.,     69,     89,    58.1,    34.0,    75.5,    51.6,    55.5,    28.5,    62.9,    40.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160830,2016-08-30,095741,CME ,00,095 ,  114101,   34932,   37936,    2313,   31784,    5271,     637,   19221,   39255,   17910,    2697,    4952,       0,  109494,  108274,    4607,    5827,     369,    1466,   -1110,     157,    4786,      62,       0,   -4870,    -879,    1062,   -1505,      23,       0,    1096,    -685,    -727,    1054,  100.0,   30.6,   33.2,    2.0,   27.9,    4.6,    0.6,   16.8,   34.4,   15.7,    2.4,    4.3,    0.0,   96.0,   94.9,    4.0,    5.1,    133,      5,      8,.,     11,     10,.,     30,     48,     16,     11,      8,      0,     72,     83,    51.4,    38.4,    67.4,    52.9,    47.8,    33.9,    59.5,    45.8,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160823,2016-08-23,095741,CME ,00,095 ,  113732,   33466,   39046,    2156,   26998,    5209,     637,   24091,   40134,   16848,    4202,    4929,       0,  108398,  108959,    5334,    4773,   -7017,   -3226,    6759,    -303,   -1556,     675,       0,    1725,   -5432,   -3921,     609,   -4310,       0,   -6672,   -6532,    -345,    -485,  100.0,   29.4,   34.3,    1.9,   23.7,    4.6,    0.6,   21.2,   35.3,   14.8,    3.7,    4.3,    0.0,   95.3,   95.8,    4.7,    4.2,    131,      4,      9,.,     10,     10,.,     33,     44,     15,     12,      7,      0,     75,     76,    51.8,    37.3,    67.3,    51.5,    47.9,    31.9,    58.3,    44.6,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160816,2016-08-16,095741,CME ,00,095 ,  120749,   36692,   32287,    2459,   28554,    4534,     637,   22366,   45566,   20769,    3593,    9239,       0,  115070,  115491,    5679,    5258,   -6883,  -11404,   -1173,     282,    1723,    -418,       1,    2593,   -5257,    -681,     366,     889,       0,   -7120,   -6357,     237,    -526,  100.0,   30.4,   26.7,    2.0,   23.6,    3.8,    0.5,   18.5,   37.7,   17.2,    3.0,    7.7,    0.0,   95.3,   95.6,    4.7,    4.4,    134,      7,      7,      4,      9,      8,.,     32,     48,     17,      8,     12,      0,     74,     84,    50.3,    36.5,    65.7,    48.8,    45.5,    28.8,    55.6,    39.9,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160809,2016-08-09,095741,CME ,00,095 ,  127632,   48096,   33460,    2177,   26831,    4952,     636,   19773,   50823,   21450,    3227,    8350,       0,  122190,  121848,    5442,    5784,    -554,   -1063,    -265,    2063,    1919,     187,       0,   -4773,   -2461,     155,     -26,    1752,    -189,   -1914,    1242,    1360,   -1796,  100.0,   37.7,   26.2,    1.7,   21.0,    3.9,    0.5,   15.5,   39.8,   16.8,    2.5,    6.5,    0.0,   95.7,   95.5,    4.3,    4.5,    137,      7,      6,.,      9,      9,.,     30,     47,     18,     11,     14,      0,     74,     87,    50.8,    36.6,    69.1,    50.6,    49.2,    31.5,    61.2,    42.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160802,2016-08-02,095741,CME ,00,095 ,  128186,   49159,   33725,     114,   24912,    4765,     636,   24546,   53284,   21295,    3253,    6598,     189,  124104,  120606,    4082,    7580,    8433,    6666,    2518,       7,    1675,     122,    -291,     330,    4478,     216,    -327,     835,      17,    8293,    7902,     140,     531,  100.0,   38.3,   26.3,    0.1,   19.4,    3.7,    0.5,   19.1,   41.6,   16.6,    2.5,    5.1,    0.1,   96.8,   94.1,    3.2,    5.9,    131,      7,      6,.,      7,      8,.,     25,     56,     16,     11,      9,.,     68,     85,    49.8,    36.4,    69.2,    50.4,    49.8,    31.1,    64.4,    42.4,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160726,2016-07-26,095741,CME ,00,095 ,  119753,   42493,   31207,     107,   23237,    4643,     927,   24216,   48806,   21079,    3580,    5763,     172,  115811,  112704,    3942,    7049,   16321,    4267,   -2694,     -14,    -812,    -156,     -17,   -1242,    4076,   12862,    1043,    1537,      34,   16121,   15628,     200,     693,  100.0,   35.5,   26.1,    0.1,   19.4,    3.9,    0.8,   20.2,   40.8,   17.6,    3.0,    4.8,    0.1,   96.7,   94.1,    3.3,    5.9,    130,      7,      6,.,      7,      8,      4,     24,     55,     15,     12,      8,.,     67,     86,    49.3,    37.8,    67.1,    50.9,    47.2,    30.5,    61.1,    40.7,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160719,2016-07-19,095741,CME ,00,095 ,  103432,   38226,   33901,     121,   24049,    4799,     944,   25458,   44730,    8217,    2537,    4226,     138,   99690,   97076,    3742,    6356,    6071,    1427,     152,      50,    1227,     486,     137,   -3562,   -2219,    6563,     542,     143,     100,    6484,    5412,    -413,     659,  100.0,   37.0,   32.8,    0.1,   23.3,    4.6,    0.9,   24.6,   43.2,    7.9,    2.5,    4.1,    0.1,   96.4,   93.9,    3.6,    6.1,    123,      7,      7,.,      9,      8,      4,     18,     55,     14,     11,      7,.,     62,     82,    54.5,    36.7,    70.8,    51.6,    54.5,    36.4,    70.4,    49.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160712,2016-07-12,095741,CME ,00,095 ,   97361,   36799,   33749,      71,   22822,    4313,     807,   29020,   46949,    1654,    1995,    4083,      38,   93206,   91664,    4155,    5697,   -5756,   -3003,   -3577,      71,   -9954,     -55,     544,    6271,   -3855,     579,    -697,     584,      38,   -6151,   -5671,     395,     -85,  100.0,   37.8,   34.7,    0.1,   23.4,    4.4,    0.8,   29.8,   48.2,    1.7,    2.0,    4.2,    0.0,   95.7,   94.1,    4.3,    5.9,    117,      5,      7,.,      9,      9,.,     26,     45,     11,      8,      7,.,     63,     70,    57.7,    42.3,    74.9,    58.1,    57.7,    42.3,    74.8,    57.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160705,2016-07-05,095741,CME ,00,095 ,  103117,   39802,   37326,       0,   32776,    4368,     263,   22749,   50804,    1075,    2692,    3499,       0,   99357,   97335,    3760,    5782,   -6323,   -2158,    5985,      -1,  -14516,    -418,     -75,   11066,  -10421,    -959,    -333,     517,       0,   -6976,   -5372,     653,    -951,  100.0,   38.6,   36.2,    0.0,   31.8,    4.2,    0.3,   22.1,   49.3,    1.0,    2.6,    3.4,    0.0,   96.4,   94.4,    3.6,    5.6,    116,      5,      6,      0,     11,      8,.,     25,     45,      9,     10,      6,      0,     60,     68,    62.5,    38.9,    77.8,    55.9,    62.5,    38.5,    77.6,    55.5,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",160628,2016-06-28,095741,CME ,00,095 ,  109440,   41960,   31341,       1,   47292,    4786,     338,   11683,   61225,    2034,    3025,    2982,       0,  106333,  102707,    3107,    6733,   -1703,     726,    3139,     -39,   -3059,   -1303,     163,     365,   -2613,     295,     109,    -361,       0,   -1440,    -719,    -263,    -984,  100.0,   38.3,   28.6,    0.0,   43.2,    4.4,    0.3,   10.7,   55.9,    1.9,    2.8,    2.7,    0.0,   97.2,   93.8,    2.8,    6.2,    120,      5,      5,.,     11,      9,.,     16,     54,     10,     13,      7,      0,     55,     79,    72.3,    41.1,    84.4,    56.3,    72.3,    40.8,    84.3,    56.1,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 ","F15","FutOnly"
